"PointID","x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy"
0, -2.521296116e-02, 4.913112014e-03, -1.386267187e-02, 1.167741591e+00, 4.706914421e+01, 0.000000000e+00, 0.000000000e+00, 2.417323910e+05
1, -2.521296116e-02, 5.038867655e-03, -1.381745830e-02, 1.167741591e+00, 4.706914421e+01, 0.000000000e+00, 0.000000000e+00, 2.417323910e+05
2, -2.521296116e-02, 5.225741463e-03, -1.374787137e-02, 1.167741591e+00, 4.706914421e+01, 0.000000000e+00, 0.000000000e+00, 2.417323910e+05
3, -2.521296116e-02, 5.494725896e-03, -1.364259244e-02, 1.167741591e+00, 4.706914421e+01, 0.000000000e+00, 0.000000000e+00, 2.417323910e+05
4, -2.521296116e-02, 5.864541816e-03, -1.348775335e-02, 1.167741591e+00, 4.706914421e+01, 0.000000000e+00, 0.000000000e+00, 2.417323910e+05
5, -2.521296116e-02, 6.341911768e-03, -1.326998478e-02, 1.167741591e+00, 4.706914421e+01, 0.000000000e+00, 0.000000000e+00, 2.417323910e+05
6, -2.521296116e-02, 6.909906270e-03, -1.298327911e-02, 1.167741591e+00, 4.706914421e+01, 0.000000000e+00, 0.000000000e+00, 2.417323910e+05
7, -2.521296116e-02, 7.523181064e-03, -1.263780391e-02, 1.167741591e+00, 4.706914421e+01, 0.000000000e+00, 0.000000000e+00, 2.417323910e+05
8, -2.521296116e-02, 8.119224162e-03, -1.226338208e-02, 1.167741591e+00, 4.706914421e+01, 0.000000000e+00, 0.000000000e+00, 2.417323910e+05
9, -2.521296116e-02, 8.642019873e-03, -1.190074929e-02, 1.167741591e+00, 4.706914421e+01, 0.000000000e+00, 0.000000000e+00, 2.417323910e+05
10, -2.521296116e-02, 9.061014648e-03, -1.158491927e-02, 1.167741591e+00, 4.706914421e+01, 0.000000000e+00, 0.000000000e+00, 2.417323910e+05
11, -2.521296116e-02, 9.373419342e-03, -1.133363803e-02, 1.167741591e+00, 4.706914421e+01, 0.000000000e+00, 0.000000000e+00, 2.417323910e+05
12, -2.521296116e-02, 9.594191103e-03, -1.114736911e-02, 1.167741591e+00, 4.706914421e+01, 0.000000000e+00, 0.000000000e+00, 2.417323910e+05
