# x_mm,y_mm,z_mm (span-major, chord-minor; 7 x 41)
6.478591621944636003e+00,1.411512582601284649e+01,-2.752464232224673957e-01
7.839161937921230283e+00,1.417456557259329664e+01,1.541672126753740324e-01
9.258435019166828539e+00,1.421005046324728305e+01,6.810554737661531632e-01
1.070622149538091783e+01,1.429539628583622601e+01,1.335471465841679528e+00
1.218058849921309950e+01,1.439463225945469915e+01,2.093143776171626058e+00
1.368865920897313160e+01,1.452612645347601372e+01,2.941120394941842076e+00
1.524436002640400467e+01,1.468826733937336293e+01,3.853202763759345117e+00
1.682697439965690833e+01,1.489068304516403529e+01,4.833995208420088119e+00
1.845027596557455141e+01,1.511110162962374659e+01,5.890040047914019361e+00
2.006445900759815260e+01,1.539005052046430322e+01,7.036667984884099170e+00
2.171318832149270861e+01,1.565958545808225821e+01,8.256197709549248032e+00
2.332034827270215516e+01,1.600418308195071404e+01,9.601569170796794950e+00
2.491210796266891947e+01,1.633597751891186078e+01,1.100908004393351014e+01
2.647973332260902524e+01,1.669151517588349520e+01,1.252864409966611881e+01
2.797602283784105381e+01,1.706322400172939879e+01,1.413878752613571876e+01
2.945412836015312408e+01,1.741749678827803649e+01,1.582436957506574693e+01
3.082802101004133988e+01,1.779754077810316559e+01,1.762411679425533961e+01
3.214250137813851893e+01,1.815035498501838873e+01,1.946669577743977442e+01
3.339195217450553343e+01,1.849499527850850811e+01,2.138978453852141115e+01
3.453068684391914900e+01,1.882882045193243314e+01,2.336627376507784604e+01
3.563603375958153663e+01,1.913212437932330445e+01,2.537944284442634313e+01
3.659429324918034609e+01,1.943432854361547157e+01,2.745463226808048063e+01
3.751531246855819290e+01,1.969935144287169848e+01,2.952382561126210092e+01
3.831746545184128649e+01,1.995387283695884406e+01,3.162915100423566273e+01
3.906925260595463811e+01,2.017998630571758412e+01,3.372298292709364631e+01
3.971466540087139663e+01,2.039135762725579681e+01,3.582288353538493197e+01
4.031508350366339499e+01,2.057951860835873248e+01,3.790132518409324547e+01
4.080793384891101283e+01,2.075389959106466975e+01,3.996264768672059375e+01
4.128080525857271965e+01,2.090833598711748920e+01,4.199102397496759664e+01
4.163026443586717562e+01,2.105402936524400914e+01,4.399592179588143637e+01
4.196513400238259806e+01,2.118177692238743504e+01,4.593933396499099331e+01
4.221720779418743064e+01,2.130184440272443069e+01,4.785302816774077428e+01
4.241817162984713008e+01,2.140962398059051708e+01,4.969344133480878156e+01
4.260624235088833700e+01,2.150842690014009406e+01,5.149222075725932513e+01
4.269180462678589549e+01,2.160090477700817146e+01,5.323882037880896689e+01
4.275954969467326094e+01,2.168269359958372533e+01,5.489243695826905167e+01
4.281532916609813100e+01,2.175626640789433708e+01,5.649904910823459403e+01
4.279579189491330737e+01,2.182134142054926329e+01,5.804388728776162765e+01
4.275359825856422447e+01,2.187568237746485877e+01,5.949974872774225787e+01
4.270537597221561299e+01,2.191913745942435909e+01,6.088197972053799134e+01
4.265299277378964860e+01,2.186298127436918648e+01,6.219619335979608366e+01
6.450230012112085909e+00,1.473803508309790722e+01,-2.733805112235830337e-01
7.811769801673074554e+00,1.482901909518652062e+01,1.674233290170702992e-01
9.208609022939295841e+00,1.490006574287977514e+01,7.021019026029521326e-01
1.062057180477448881e+01,1.501813676851031332e+01,1.358771093877539915e+00
