"PointID","x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Turb_Kin_Energy","Omega"
33646, 3.085563721000000e-02, -1.214176261000000e-03, 6.204135088000000e-02, 1.106698791765358e+00, 3.143035871348856e+01, -4.176715578833577e+01, 3.115919750697149e+01, 2.252626716179229e+05, 1.900486333978257e+01, 1.791761329941126e+05
33647, 3.085563721000000e-02, -2.860887320000000e-03, 6.198724681000000e-02, 1.107273510883022e+00, 3.323248051399588e+01, -4.141242003035533e+01, 3.202870359585614e+01, 2.254925176538151e+05, 1.919515978603285e+01, 1.764892225552185e+05
33648, 3.085563721000000e-02, -5.012790752000000e-03, 6.185042742000000e-02, 1.108428590992623e+00, 3.495748903317804e+01, -4.125145224770319e+01, 3.244160809059333e+01, 2.258682982786949e+05, 1.938441769274130e+01, 1.744420309958774e+05
33649, 3.085563721000000e-02, -7.613917720000000e-03, 6.158434622000000e-02, 1.109401273168679e+00, 3.635655094739109e+01, -4.178763121354067e+01, 3.222840120011940e+01, 2.261886348750301e+05, 1.941410193237301e+01, 1.727627973609448e+05
33650, 3.085563721000000e-02, -1.047566157000000e-02, 6.116260261000000e-02, 1.109694180306462e+00, 3.723187727197664e+01, -4.303471975644847e+01, 3.127125747969281e+01, 2.263322269360589e+05, 1.904057475469285e+01, 1.705085439595644e+05
33651, 3.085563721000000e-02, -1.331464157000000e-02, 6.060795132000000e-02, 1.109159592369539e+00, 3.772496725290872e+01, -4.514931404251656e+01, 2.983611539007815e+01, 2.262445266025441e+05, 1.830588081168468e+01, 1.672643544145352e+05
33652, 3.085563721000000e-02, -1.585605679000000e-02, 5.999324050000000e-02, 1.107726789490524e+00, 3.809477729932399e+01, -4.794259787114797e+01, 2.822424923934592e+01, 2.259156320687609e+05, 1.754174954705752e+01, 1.638146276527837e+05
33653, 3.085563721000000e-02, -1.793083671000000e-02, 5.940613216000000e-02, 1.106039184971678e+00, 3.844682582099547e+01, -5.123094140452615e+01, 2.662164231494506e+01, 2.255183992131654e+05, 1.660618916550374e+01, 1.592094482301576e+05
33654, 3.085563721000000e-02, -1.950169278000000e-02, 5.890914548000000e-02, 1.104657203335362e+00, 3.824227101285175e+01, -5.473817473710739e+01, 2.473282264681031e+01, 2.252127091158984e+05, 1.562557152023267e+01, 1.521646450142957e+05
33655, 3.085563721000000e-02, -2.062497612000000e-02, 5.852532617000000e-02, 1.102925936151004e+00, 3.587101884045406e+01, -5.660486376631230e+01, 2.164959310999275e+01, 2.247902853949850e+05, 1.711568190049290e+01, 1.468630935793973e+05
33656, 3.085563721000000e-02, -2.139604769000000e-02, 5.824785478000000e-02, 1.096682727978514e+00, 3.010350415234051e+01, -5.310695714504627e+01, 1.672222144745153e+01, 2.230582668427459e+05, 4.446416635627782e+01, 2.392172876422900e+05
33657, 3.085563721000000e-02, -2.191070813000000e-02, 5.805621683000000e-02, 1.093601372980281e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.214212577217716e+05, 1.000000000000000e-10, 1.676090668531852e+05
33658, 3.069854810000000e-02, 2.502295796000000e-02, 5.685921989000000e-02, 1.093553791127791e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.214819130650773e+05, 1.000000000000000e-10, 9.286227515822302e+05
33659, 3.069854810000000e-02, 2.451844318000000e-02, 5.707858842000000e-02, 1.094615485045308e+00, 2.025816532812717e+01, -2.135827161816424e+01, 3.051010127832010e+01, 2.215851926650205e+05, 6.226065092429527e+01, 5.080639781950800e+05
33660, 3.069854810000000e-02, 2.376205122000000e-02, 5.739759780000000e-02, 1.091831839781281e+00, 2.453188229013438e+01, -2.375385206532339e+01, 3.606128182233462e+01, 2.210368733510070e+05, 7.638765665258408e+01, 5.713068038887799e+05
33661, 3.069854810000000e-02, 2.265905177000000e-02, 5.784191114000000e-02, 1.090329756152325e+00, 2.615341809160984e+01, -2.269486153944716e+01, 3.687655351809673e+01, 2.207029305027440e+05, 8.381020050399282e+01, 5.834186921718091e+05
33662, 3.069854810000000e-02, 2.111441579000000e-02, 5.842346068000000e-02, 1.089678394817855e+00, 2.783699451344045e+01, -2.182819065208579e+01, 3.764533131569979e+01, 2.205853178624369e+05, 8.894760015950561e+01, 5.965111608856589e+05
33663, 3.069854810000000e-02, 1.907052917000000e-02, 5.912219743000000e-02, 1.089312269848137e+00, 2.916621993417493e+01, -2.125551800040783e+01, 3.783074754384762e+01, 2.205177387877250e+05, 9.245481916661971e+01, 6.076944732658550e+05
33664, 3.069854810000000e-02, 1.656132670000000e-02, 5.987354817000000e-02, 1.088543991235711e+00, 3.000972149720198e+01, -2.104368546527277e+01, 3.732367087931571e+01, 2.202957654856662e+05, 9.402478136763399e+01, 6.139631517121976e+05
33665, 3.069854810000000e-02, 1.375122203000000e-02, 6.058071644000000e-02, 1.086138455854583e+00, 3.055924214371152e+01, -2.157618180049633e+01, 3.660215021787550e+01, 2.196159927426899e+05, 9.418337705339076e+01, 6.195362564806544e+05
33666, 3.069854810000000e-02, 1.091119709000000e-02, 6.115607157000000e-02, 1.081921733920628e+00, 3.095083457650205e+01, -2.302913429084372e+01, 3.593124139744054e+01, 2.184644332647593e+05, 9.287533872088429e+01, 6.254443036489051e+05
33667, 3.069854810000000e-02, 8.323510924000001e-03, 6.156166403000000e-02, 1.077068187729869e+00, 3.118899198366275e+01, -2.540199166932545e+01, 3.532910054779065e+01, 2.171467287915266e+05, 9.122672294888774e+01, 6.326526034724937e+05
33668, 3.069854810000000e-02, 6.178255136000000e-03, 6.181382107000000e-02, 1.072625397276058e+00, 3.145984444179487e+01, -2.849966169239953e+01, 3.490768250881023e+01, 2.159426802939302e+05, 8.917515175180296e+01, 6.425641012564027e+05
33669, 3.069854810000000e-02, 4.533917463000000e-03, 6.195613694000000e-02, 1.068952901919685e+00, 3.208482029758586e+01, -3.188658756335912e+01, 3.488607330597581e+01, 2.149762523273614e+05, 8.536175495109012e+01, 6.514683229206370e+05
33670, 3.069854810000000e-02, 3.347185814000000e-03, 6.203156986000000e-02, 1.067587091433458e+00, 3.176393774252768e+01, -3.534132434275575e+01, 3.437164601686744e+01, 2.147496410497095e+05, 8.080576036825242e+01, 6.449794003220513e+05
33671, 3.069854810000000e-02, 2.527192393000000e-03, 6.207038433000000e-02, 1.063638295577421e+00, 2.620785844445119e+01, -3.041880664570289e+01, 2.736753359960940e+01, 2.135362468751715e+05, 7.514985653218469e+01, 6.000850108278338e+05
33672, 3.069854810000000e-02, 1.977410748000000e-03, 6.209033064000000e-02, 1.064617270187209e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.134627255052220e+05, 1.000000000000000e-10, 9.469611016655975e+05
33673, 3.069854810000000e-02, 1.409255013000000e-03, 6.210582350000000e-02, 1.116749653862687e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.280099145044371e+05, 1.000000000000000e-10, 9.150063834440574e+05
33674, 3.069854810000000e-02, 8.592033638000000e-04, 6.211586819000000e-02, 1.106797980431502e+00, 2.160842411948160e+01, -3.248372525371745e+01, 2.204497263429857e+01, 2.249670213812600e+05, 5.834449886587225e+01, 5.389249586805720e+05
33675, 3.069854810000000e-02, 3.831323375000000e-05, 6.212179846000000e-02, 1.105197062638011e+00, 2.375741041401311e+01, -3.376305191753458e+01, 2.393634584839396e+01, 2.246791145731264e+05, 6.720536069786388e+01, 5.565027781562554e+05
33676, 3.069854810000000e-02, -1.150765720000000e-03, 6.211115077000000e-02, 1.105441569739059e+00, 2.527232251695985e+01, -3.345731372910237e+01, 2.488701463096141e+01, 2.247955686007704e+05, 7.285546287905240e+01, 5.656441957370011e+05
33677, 3.069854810000000e-02, -2.800415579000000e-03, 6.205865761000000e-02, 1.105964297475073e+00, 2.687162899526748e+01, -3.349488219434161e+01, 2.561399138601187e+01, 2.250024970778677e+05, 7.801907408936478e+01, 5.747036768035000e+05
33678, 3.069854810000000e-02, -4.956225158000000e-03, 6.192378496000000e-02, 1.106927718495586e+00, 2.814676363945057e+01, -3.351729513933227e+01, 2.575178498888545e+01, 2.253079915801567e+05, 8.266817552334433e+01, 5.834744244894056e+05
33679, 3.069854810000000e-02, -7.562169387000000e-03, 6.165981598000000e-02, 1.107951831496111e+00, 2.911409052126515e+01, -3.386823448008524e+01, 2.536156907176782e+01, 2.256143677447911e+05, 8.555551078998141e+01, 5.905375776418841e+05
33680, 3.069854810000000e-02, -1.042932893000000e-02, 6.124008826000000e-02, 1.108260595474836e+00, 2.985907316336093e+01, -3.489794119186055e+01, 2.458167452947513e+01, 2.257403340998319e+05, 8.628809028130327e+01, 5.960636902333755e+05
33681, 3.069854810000000e-02, -1.327379606000000e-02, 6.068711272000000e-02, 1.107653429046194e+00, 3.049352777565916e+01, -3.659785802191376e+01, 2.360214937034513e+01, 2.256205427732354e+05, 8.565385341902724e+01, 6.036730621130683e+05
33682, 3.069854810000000e-02, -1.582021595000000e-02, 6.007362216000000e-02, 1.106573880665703e+00, 3.110483930470052e+01, -3.890294656802974e+01, 2.250981362377458e+01, 2.253623895548383e+05, 8.491931857464060e+01, 6.141998981576558e+05
33683, 3.069854810000000e-02, -1.789914419000000e-02, 5.948730914000000e-02, 1.105418630063567e+00, 3.169059913534362e+01, -4.185211321527161e+01, 2.129261854940032e+01, 2.250931847613912e+05, 8.412035924502094e+01, 6.284262029872215e+05
33684, 3.069854810000000e-02, -1.947317737000000e-02, 5.899080161000000e-02, 1.104397342339387e+00, 3.222178945465896e+01, -4.540727055010277e+01, 2.001080047352738e+01, 2.248631738756669e+05, 8.166463835663038e+01, 6.416224176945473e+05
33685, 3.069854810000000e-02, -2.059875138000000e-02, 5.860725854000000e-02, 1.103501294940118e+00, 3.165272490681148e+01, -4.864624418778248e+01, 1.790776640581102e+01, 2.247109923762059e+05, 7.647780481870858e+01, 6.303240295633014e+05
33686, 3.069854810000000e-02, -2.137140430000000e-02, 5.832994420000000e-02, 1.099094626961732e+00, 2.583895955219782e+01, -4.307040524425666e+01, 1.301548878013111e+01, 2.233937468345205e+05, 7.229236479729551e+01, 5.919869042490275e+05
33687, 3.069854810000000e-02, -2.188712423000000e-02, 5.813839613000000e-02, 1.091926759169148e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.210895574217099e+05, 1.000000000000000e-10, 9.304374767308056e+05
33688, 3.058252075000000e-02, 2.508948256000000e-02, 5.688526267000000e-02, 1.104494016398062e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.241701508751019e+05, 1.000000000000000e-10, 9.817021895707533e+05
33689, 3.058252075000000e-02, 2.458449412000000e-02, 5.710532281000000e-02, 1.092508195640137e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.207776789639563e+05, 1.000000000000000e-10, 9.278945588446140e+05
33690, 3.058252075000000e-02, 2.382738236000000e-02, 5.742535237000000e-02, 1.089971738797109e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.200722283099571e+05, 1.000000000000000e-10, 9.294862061042467e+05
33691, 3.058252075000000e-02, 2.272331305000000e-02, 5.787111792000000e-02, 1.088436972438508e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.196468045681150e+05, 1.000000000000000e-10, 9.304752883618509e+05
33692, 3.058252075000000e-02, 2.117714012000000e-02, 5.845463182000000e-02, 1.087681415181439e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.194424808802044e+05, 1.000000000000000e-10, 9.309601496742939e+05
33693, 3.058252075000000e-02, 1.913115399000000e-02, 5.915584664000000e-02, 1.087284669224487e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.193389354068343e+05, 1.000000000000000e-10, 9.313765026433135e+05
33694, 3.058252075000000e-02, 1.661927820000000e-02, 5.991005622000000e-02, 1.086564686695106e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.191320559588962e+05, 1.000000000000000e-10, 9.322820510504890e+05
33695, 3.058252075000000e-02, 1.380606360000000e-02, 6.062019344000000e-02, 1.084027035963734e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.184223535686822e+05, 1.000000000000000e-10, 9.343430948509492e+05
33696, 3.058252075000000e-02, 1.096278083000000e-02, 6.119830620000000e-02, 1.079790531828620e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.172472690059406e+05, 1.000000000000000e-10, 9.373081119299862e+05
33697, 3.058252075000000e-02, 8.372033460000001e-03, 6.160620342000000e-02, 1.074886604866259e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.158849553386607e+05, 1.000000000000000e-10, 9.403847915022544e+05
33698, 3.058252075000000e-02, 6.224177289000000e-03, 6.186012336000000e-02, 1.070309759332009e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.146123451909711e+05, 1.000000000000000e-10, 9.429871571566138e+05
33699, 3.058252075000000e-02, 4.577810152000000e-03, 6.200370069000000e-02, 1.066311204846129e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.135004426704165e+05, 1.000000000000000e-10, 9.450946322289492e+05
33700, 3.058252075000000e-02, 3.389595099000000e-03, 6.207999589000000e-02, 1.064687917630723e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.130544273462985e+05, 1.000000000000000e-10, 9.457442066464016e+05
33701, 3.058252075000000e-02, 2.568567807000000e-03, 6.211938268000000e-02, 1.062724532473247e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.125383989720265e+05, 1.000000000000000e-10, 9.467467575013811e+05
33702, 3.058252075000000e-02, 2.018089002000000e-03, 6.213970197000000e-02, 1.078137817702057e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.168061664715400e+05, 1.000000000000000e-10, 9.861748264341193e+05
33703, 3.058252075000000e-02, 1.459872550000000e-03, 6.215532171000000e-02, 1.122035723747494e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.294202446716708e+05, 1.000000000000000e-10, 9.750287022443698e+05
