t_s,N_rpm,N_frac,EGT_K,T04_K,P3_Pa,Wf_kg_s,thrust_N,W_kg_s,vib_um,T_metal_K
0.00,2274,0.0314,288.4,288.4,99412,0.00000,0.0,0.0194,0.0,288.2
0.05,2374,0.0327,288.4,288.4,99422,0.00000,0.0,0.0203,0.0,288.2
0.10,2472,0.0341,288.5,288.5,99434,0.00000,0.0,0.0212,0.0,288.2
0.15,2570,0.0354,288.5,288.5,99445,0.00000,0.0,0.0221,0.0,288.2
0.20,2668,0.0368,288.5,288.5,99457,0.00000,0.0,0.0230,0.0,288.2
0.25,2765,0.0381,288.5,288.5,99469,0.00000,0.0,0.0238,0.0,288.2
0.30,2861,0.0395,288.6,288.6,99482,0.00000,0.0,0.0247,0.0,288.2
0.35,2957,0.0408,288.6,288.6,99495,0.00000,0.0,0.0256,0.0,288.2
0.40,3052,0.0421,288.6,288.6,99508,0.00000,0.0,0.0264,0.0,288.2
0.45,3147,0.0434,288.7,288.7,99522,0.00000,0.0,0.0273,0.0,288.2
0.50,3241,0.0447,288.7,288.7,99536,0.00000,0.0,0.0281,0.0,288.2
0.55,3335,0.0460,288.7,288.7,99550,0.00000,0.0,0.0290,0.0,288.2
0.60,3428,0.0473,288.8,288.8,99565,0.00000,0.0,0.0298,0.0,288.2
0.65,3520,0.0486,288.8,288.8,99580,0.00000,0.0,0.0306,0.0,288.2
0.70,3612,0.0498,288.8,288.8,99596,0.00000,0.0,0.0315,0.0,288.2
0.75,3703,0.0511,288.9,288.9,99611,0.00000,0.0,0.0323,0.0,288.2
0.80,3794,0.0523,288.9,288.9,99627,0.00000,0.0,0.0331,0.0,288.2
0.85,3883,0.0536,288.9,288.9,99643,0.00000,0.0,0.0339,0.0,288.2
0.90,3973,0.0548,289.0,289.0,99660,0.00000,0.0,0.0347,0.0,288.2
0.95,4061,0.0560,289.0,289.0,99677,0.00000,0.0,0.0355,0.0,288.2
1.00,4149,0.0572,289.0,289.0,99694,0.00000,0.0,0.0363,0.0,288.2
1.05,4236,0.0584,289.1,289.1,99711,0.00000,0.0,0.0371,0.0,288.2
1.10,4322,0.0596,289.1,289.1,99729,0.00000,0.0,0.0378,0.0,288.2
1.15,4408,0.0608,289.1,289.1,99746,0.00000,0.0,0.0386,0.0,288.2
1.20,4493,0.0620,289.2,289.2,99764,0.00000,0.0,0.0394,0.0,288.2
1.25,4577,0.0631,289.2,289.2,99782,0.00000,0.0,0.0401,0.0,288.2
1.30,4661,0.0643,289.3,289.3,99801,0.00000,0.0,0.0409,0.0,288.3
1.35,4744,0.0654,289.3,289.3,99819,0.00000,0.0,0.0416,0.0,288.3
1.40,4826,0.0666,289.3,289.3,99838,0.00000,0.0,0.0424,0.0,288.3
1.45,4907,0.0677,289.4,289.4,99857,0.00000,0.0,0.0431,0.0,288.3
1.50,4988,0.0688,289.4,289.4,99876,0.00000,0.0,0.0438,0.0,288.3
1.55,5068,0.0699,289.4,289.4,99895,0.00000,0.0,0.0446,0.0,288.3
1.60,5147,0.0710,289.5,289.5,99914,0.00000,0.0,0.0453,0.0,288.3
1.65,5226,0.0721,289.5,289.5,99933,0.00000,0.0,0.0460,0.0,288.3
1.70,5303,0.0731,289.6,289.6,99953,0.00000,0.0,0.0467,0.0,288.3
1.75,5380,0.0742,289.6,289.6,99973,0.00000,0.0,0.0474,0.0,288.3
1.80,5457,0.0753,289.6,289.6,99992,0.00000,0.0,0.0481,0.0,288.3
1.85,5532,0.0763,289.7,289.7,100012,0.00000,0.0,0.0488,0.0,288.3
1.90,5607,0.0773,289.7,289.7,100032,0.00000,0.0,0.0494,0.0,288.3
1.95,5681,0.0784,289.8,289.8,100052,0.00000,0.0,0.0501,0.0,288.4
2.00,5754,0.0794,289.8,289.8,100072,0.00000,0.0,0.0508,0.0,288.4
2.05,5827,0.0804,289.8,289.8,100092,0.00000,0.0,0.0514,0.0,288.4
2.10,5899,0.0814,289.9,289.9,100112,0.00000,0.0,0.0521,0.0,288.4
2.15,5970,0.0823,289.9,289.9,100132,0.00000,0.0,0.0527,0.0,288.4
2.20,6040,0.0833,289.9,289.9,100153,0.00000,0.0,0.0533,0.0,288.4
2.25,6110,0.0843,290.0,290.0,100173,0.00000,0.0,0.0540,0.0,288.4
2.30,6179,0.0852,290.0,290.0,100193,0.00000,0.0,0.0546,0.0,288.4
2.35,6247,0.0862,290.1,290.1,100214,0.00000,0.0,0.0552,0.0,288.4
2.40,6314,0.0871,290.1,290.1,100234,0.00000,0.0,0.0558,0.0,288.4
2.45,6381,0.0880,290.1,290.1,100254,0.00000,0.0,0.0564,0.0,288.5
2.50,6447,0.0889,290.2,290.2,100274,0.00000,0.0,0.0570,0.0,288.5
2.55,6512,0.0898,290.2,290.2,100295,0.00000,0.0,0.0576,0.0,288.5
2.60,6577,0.0907,290.3,290.3,100315,0.00000,0.0,0.0582,0.0,288.5
2.65,6641,0.0916,290.3,290.3,100335,0.00000,0.0,0.0588,0.0,288.5
2.70,6704,0.0925,290.3,290.3,100355,0.00000,0.0,0.0593,0.0,288.5
2.75,6766,0.0933,290.4,290.4,100376,0.00000,0.0,0.0599,0.0,288.5
2.80,6828,0.0942,290.4,290.4,100396,0.00000,0.0,0.0605,0.0,288.5
2.85,6889,0.0950,290.4,290.4,100416,0.00000,0.0,0.0610,0.0,288.5
2.90,6949,0.0959,290.5,290.5,100436,0.00000,0.0,0.0615,0.0,288.6
2.95,7009,0.0967,290.5,290.5,100456,0.00000,0.0,0.0621,0.0,288.6
3.00,7068,0.0975,290.5,290.5,100476,0.00000,0.0,0.0626,0.0,288.6
3.05,7126,0.0983,290.6,290.6,100496,0.00000,0.0,0.0631,0.0,288.6
3.10,7183,0.0991,290.6,290.6,100516,0.00000,0.0,0.0637,0.0,288.6
3.15,7240,0.0999,290.7,290.7,100535,0.00000,0.0,0.0642,0.0,288.6
3.20,7296,0.1006,290.7,290.7,100555,0.00000,0.0,0.0647,0.0,288.6
3.25,7352,0.1014,290.7,290.7,100575,0.00000,0.0,0.0652,0.0,288.6
3.30,7424,0.1024,617.9,618.1,101468,0.00023,0.3,0.0332,0.0,289.9
3.35,7496,0.1034,617.9,618.1,101468,0.00023,0.3,0.0332,0.0,291.1
3.40,7569,0.1044,617.9,618.1,101468,0.00023,0.3,0.0332,0.0,292.3
3.45,7642,0.1054,617.9,618.1,101468,0.00023,0.3,0.0332,0.0,293.6
3.50,7715,0.1064,617.9,618.1,101468,0.00023,0.3,0.0332,0.0,294.8
3.55,7788,0.1074,617.9,618.1,101468,0.00023,0.3,0.0332,0.0,296.0
3.60,7862,0.1084,617.9,618.1,101468,0.00023,0.3,0.0332,0.0,297.2
3.65,7936,0.1095,617.9,618.1,101468,0.00023,0.3,0.0332,0.0,298.4
3.70,8009,0.1105,837.7,838.4,101826,0.00043,0.5,0.0360,0.0,300.4
3.75,8082,0.1115,837.7,838.4,101826,0.00043,0.5,0.0360,0.0,302.4
3.80,8155,0.1125,837.7,838.4,101826,0.00043,0.5,0.0360,0.0,304.3
3.85,8229,0.1135,1020.5,1021.6,101968,0.00061,0.6,0.0369,0.0,307.0
3.90,8304,0.1145,1020.5,1021.6,101968,0.00061,0.6,0.0369,0.0,309.6
3.95,8379,0.1156,1020.5,1021.6,101968,0.00061,0.6,0.0369,0.0,312.3
4.00,8455,0.1166,1150.3,1151.7,102114,0.00076,0.7,0.0384,0.0,315.4
4.05,8533,0.1177,1198.4,1200.0,102166,0.00082,0.8,0.0388,0.0,318.6
4.10,8610,0.1188,1198.3,1200.0,102214,0.00085,0.8,0.0399,0.0,321.8
4.15,8687,0.1198,1198.2,1200.0,102263,0.00087,0.9,0.0410,0.0,325.1
4.20,8764,0.1209,1198.1,1200.0,102310,0.00089,0.9,0.0421,0.0,328.3
4.25,8841,0.1219,1198.0,1200.0,102358,0.00091,1.0,0.0431,0.0,331.4
4.30,8918,0.1230,1197.9,1200.0,102406,0.00093,1.0,0.0441,0.0,334.6
4.35,8995,0.1241,1197.8,1200.0,102454,0.00096,1.1,0.0451,0.0,337.7
4.40,9072,0.1251,1197.7,1200.0,102502,0.00098,1.1,0.0461,0.0,340.8
4.45,9149,0.1262,1197.7,1200.0,102547,0.00099,1.1,0.0469,0.0,343.9
4.50,9227,0.1273,1197.6,1200.0,102593,0.00101,1.2,0.0478,0.0,347.0
4.55,9304,0.1283,1197.5,1200.0,102638,0.00103,1.2,0.0487,0.0,350.0
4.60,9382,0.1294,1197.4,1200.0,102685,0.00105,1.3,0.0496,0.0,353.1
4.65,9460,0.1305,1197.3,1200.0,102732,0.00107,1.3,0.0505,0.0,356.1
4.70,9538,0.1316,1197.2,1200.0,102779,0.00109,1.4,0.0513,0.0,359.1
4.75,9616,0.1326,1197.1,1200.0,102827,0.00110,1.4,0.0522,0.0,362.1
4.80,9695,0.1337,1197.0,1200.0,102873,0.00112,1.5,0.0530,0.0,365.0
4.85,9773,0.1348,1197.0,1200.0,102920,0.00114,1.5,0.0538,0.0,368.0
4.90,9852,0.1359,1196.9,1200.0,102966,0.00116,1.6,0.0546,0.0,370.9
4.95,9931,0.1370,1196.8,1200.0,103014,0.00117,1.6,0.0554,0.0,373.8
5.00,10011,0.1381,1196.7,1200.0,103062,0.00119,1.6,0.0562,0.0,376.7
5.05,10090,0.1392,1196.6,1200.0,103110,0.00121,1.7,0.0570,0.0,379.6
5.10,10170,0.1403,1196.5,1200.0,103159,0.00122,1.7,0.0578,0.0,382.4
5.15,10250,0.1414,1196.4,1200.0,103209,0.00124,1.8,0.0586,0.0,385.2
5.20,10331,0.1425,1196.3,1200.0,103259,0.00126,1.8,0.0594,0.0,388.0
5.25,10411,0.1436,1196.2,1200.0,103310,0.00127,1.9,0.0602,0.0,390.8
5.30,10493,0.1447,1196.1,1200.0,103362,0.00129,1.9,0.0610,0.0,393.6
5.35,10574,0.1458,1196.0,1200.0,103414,0.00131,2.0,0.0618,0.0,396.4
5.40,10656,0.1470,1195.9,1200.0,103467,0.00132,2.0,0.0626,0.1,399.1
5.45,10738,0.1481,1195.8,1200.0,103521,0.00134,2.1,0.0634,0.1,401.8
5.50,10820,0.1492,1195.7,1200.0,103575,0.00136,2.1,0.0642,0.1,404.6
5.55,10903,0.1504,1195.6,1200.0,103630,0.00138,2.2,0.0650,0.1,407.2
5.60,10987,0.1515,1195.5,1200.0,103686,0.00139,2.3,0.0659,0.1,409.9
5.65,11070,0.1527,1195.4,1200.0,103742,0.00141,2.3,0.0667,0.1,412.6
5.70,11154,0.1539,1195.3,1200.0,103800,0.00143,2.4,0.0675,0.1,415.2
5.75,11239,0.1550,1195.2,1200.0,103857,0.00144,2.4,0.0683,0.1,417.8
5.80,11324,0.1562,1195.1,1200.0,103916,0.00146,2.5,0.0691,0.1,420.4
5.85,11409,0.1574,1195.0,1200.0,103975,0.00148,2.5,0.0699,0.1,423.0
5.90,11495,0.1586,1194.9,1200.0,104035,0.00150,2.6,0.0708,0.1,425.6
5.95,11582,0.1597,1194.8,1200.0,104096,0.00151,2.7,0.0716,0.1,428.2
6.00,11669,0.1609,1194.7,1200.0,104157,0.00153,2.7,0.0724,0.1,430.7
6.05,11756,0.1622,1194.5,1200.0,104220,0.00155,2.8,0.0732,0.1,433.2
6.10,11844,0.1634,1194.4,1200.0,104283,0.00156,2.9,0.0741,0.1,435.7
6.15,11933,0.1646,1194.3,1200.0,104347,0.00158,2.9,0.0749,0.1,438.2
6.20,12022,0.1658,1194.2,1200.0,104411,0.00160,3.0,0.0757,0.1,440.7
6.25,12111,0.1670,1194.1,1200.0,104477,0.00162,3.0,0.0766,0.1,443.2
6.30,12201,0.1683,1193.9,1200.0,104543,0.00164,3.1,0.0774,0.1,445.6
6.35,12292,0.1695,1193.8,1200.0,104611,0.00165,3.2,0.0783,0.1,448.1
6.40,12383,0.1708,1193.7,1200.0,104679,0.00167,3.3,0.0791,0.1,450.5
6.45,12475,0.1721,1193.6,1200.0,104748,0.00169,3.3,0.0800,0.1,452.9
6.50,12568,0.1733,1193.4,1200.0,104818,0.00171,3.4,0.0808,0.1,455.3
6.55,12661,0.1746,1193.3,1200.0,104889,0.00172,3.5,0.0817,0.1,457.6
6.60,12755,0.1759,1193.2,1200.0,104962,0.00174,3.5,0.0826,0.1,460.0
6.65,12849,0.1772,1193.1,1200.0,105035,0.00176,3.6,0.0834,0.1,462.3
6.70,12945,0.1785,1192.9,1200.0,105109,0.00178,3.7,0.0843,0.1,464.6
6.75,13041,0.1799,1192.8,1200.0,105184,0.00180,3.8,0.0852,0.1,466.9
6.80,13137,0.1812,1192.6,1200.0,105260,0.00182,3.8,0.0861,0.1,469.2
6.85,13235,0.1825,1192.5,1200.0,105336,0.00184,3.9,0.0870,0.1,471.5
6.90,13333,0.1839,1192.4,1200.0,105414,0.00185,4.0,0.0878,0.1,473.8
6.95,13432,0.1853,1192.2,1200.0,105494,0.00187,4.1,0.0887,0.1,476.0
7.00,13531,0.1866,1192.1,1200.0,105574,0.00189,4.2,0.0897,0.1,478.3
7.05,13632,0.1880,1191.9,1200.0,105655,0.00191,4.3,0.0906,0.1,480.5
7.10,13733,0.1894,1191.8,1200.0,105738,0.00193,4.3,0.0915,0.1,482.7
7.15,13835,0.1908,1191.6,1200.0,105822,0.00195,4.4,0.0924,0.1,484.9
7.20,13938,0.1922,1191.5,1200.0,105907,0.00197,4.5,0.0933,0.1,487.1
7.25,14042,0.1937,1191.3,1200.0,105993,0.00199,4.6,0.0943,0.1,489.2
7.30,14147,0.1951,1191.2,1200.0,106081,0.00201,4.7,0.0952,0.1,491.4
7.35,14252,0.1966,1191.0,1200.0,106170,0.00203,4.8,0.0962,0.1,493.5
7.40,14359,0.1980,1190.8,1200.0,106261,0.00205,4.9,0.0971,0.1,495.7
7.45,14466,0.1995,1190.7,1200.0,106353,0.00207,5.0,0.0981,0.1,497.8
7.50,14575,0.2010,1190.5,1200.0,106446,0.00209,5.1,0.0991,0.1,499.9
7.55,14684,0.2025,1190.4,1200.0,106541,0.00211,5.2,0.1001,0.1,502.0
7.60,14794,0.2041,1190.2,1200.0,106637,0.00213,5.3,0.1011,0.1,504.0
7.65,14906,0.2056,1190.0,1200.0,106735,0.00215,5.4,0.1021,0.1,506.1
7.70,15018,0.2072,1189.8,1200.0,106835,0.00217,5.5,0.1031,0.1,508.1
7.75,15132,0.2087,1189.7,1200.0,106935,0.00219,5.6,0.1041,0.1,510.2
7.80,15247,0.2103,1189.5,1200.0,107037,0.00221,5.7,0.1051,0.1,512.2
7.85,15363,0.2119,1189.3,1200.0,107141,0.00224,5.8,0.1062,0.1,514.2
7.90,15479,0.2135,1189.1,1200.0,107246,0.00226,5.9,0.1072,0.1,516.2
7.95,15597,0.2151,1188.9,1200.0,107353,0.00228,6.1,0.1082,0.1,518.1
8.00,15717,0.2168,1188.7,1200.0,107462,0.00230,6.2,0.1093,0.1,520.1
8.05,15837,0.2184,1188.5,1200.0,107572,0.00232,6.3,0.1104,0.1,522.1
8.10,15959,0.2201,1188.3,1200.0,107685,0.00235,6.4,0.1115,0.1,524.0
8.15,16082,0.2218,1188.1,1200.0,107799,0.00237,6.5,0.1125,0.1,525.9
8.20,16206,0.2235,1187.9,1200.0,107915,0.00239,6.7,0.1137,0.2,527.9
8.25,16331,0.2253,1187.7,1200.0,108033,0.00241,6.8,0.1148,0.2,529.8
8.30,16458,0.2270,1187.5,1200.0,108154,0.00244,6.9,0.1159,0.2,531.6
8.35,16586,0.2288,1187.3,1200.0,108276,0.00246,7.1,0.1170,0.2,533.5
8.40,16715,0.2306,1187.1,1200.0,108400,0.00249,7.2,0.1182,0.2,535.4
8.45,16846,0.2324,1186.9,1200.0,108527,0.00251,7.3,0.1194,0.2,537.2
8.50,16979,0.2342,1186.7,1200.0,108656,0.00253,7.5,0.1205,0.2,539.1
8.55,17113,0.2360,1186.4,1200.0,108787,0.00256,7.6,0.1217,0.2,540.9
8.60,17248,0.2379,1186.2,1200.0,108921,0.00258,7.8,0.1229,0.2,542.7
8.65,17385,0.2398,1186.0,1200.0,109057,0.00261,7.9,0.1241,0.2,544.5
8.70,17523,0.2417,1185.8,1200.0,109195,0.00263,8.1,0.1254,0.2,546.3
8.75,17663,0.2436,1185.5,1200.0,109336,0.00266,8.3,0.1266,0.2,548.1
8.80,17805,0.2456,1185.3,1200.0,109480,0.00269,8.4,0.1279,0.2,549.9
8.85,17949,0.2476,1185.0,1200.0,109626,0.00271,8.6,0.1292,0.2,551.6
8.90,18094,0.2496,1184.8,1200.0,109775,0.00274,8.8,0.1305,0.2,553.4
8.95,18241,0.2516,1184.5,1200.0,109926,0.00277,8.9,0.1318,0.2,555.1
9.00,18390,0.2536,1184.3,1200.0,110081,0.00279,9.1,0.1331,0.2,556.9
9.05,18540,0.2557,1184.0,1200.0,110237,0.00282,9.3,0.1344,0.2,558.6
9.10,18692,0.2578,1183.7,1200.0,110396,0.00285,9.5,0.1358,0.2,560.3
9.15,18847,0.2600,1183.5,1200.0,110558,0.00288,9.7,0.1371,0.3,562.0
9.20,19003,0.2621,1183.2,1200.0,110724,0.00291,9.9,0.1385,0.3,563.6
9.25,19161,0.2643,1182.9,1200.0,110892,0.00294,10.1,0.1399,0.3,565.3
9.30,19321,0.2665,1182.6,1200.0,111064,0.00296,10.3,0.1414,0.3,567.0
9.35,19483,0.2687,1182.3,1200.0,111239,0.00299,10.5,0.1428,0.3,568.6
9.40,19647,0.2710,1182.1,1200.0,111418,0.00302,10.7,0.1443,0.3,570.3
9.45,19813,0.2733,1181.8,1200.0,111600,0.00305,10.9,0.1457,0.3,571.9
9.50,19982,0.2756,1181.5,1200.0,111785,0.00309,11.1,0.1473,0.3,573.5
9.55,20153,0.2780,1181.2,1200.0,111974,0.00312,11.3,0.1488,0.3,575.1
9.60,20326,0.2804,1180.8,1200.0,112168,0.00315,11.6,0.1503,0.3,576.7
9.65,20501,0.2828,1180.5,1200.0,112364,0.00318,11.8,0.1519,0.4,578.3
9.70,20678,0.2852,1180.2,1200.0,112565,0.00321,12.1,0.1535,0.4,579.8
9.75,20859,0.2877,1179.9,1200.0,112770,0.00325,12.3,0.1551,0.4,581.4
9.80,21041,0.2902,1179.5,1200.0,112980,0.00328,12.6,0.1567,0.4,583.0
9.85,21226,0.2928,1179.2,1200.0,113193,0.00331,12.8,0.1584,0.4,584.5
9.90,21414,0.2954,1178.9,1200.0,113411,0.00335,13.1,0.1601,0.4,586.0
9.95,21604,0.2980,1178.5,1200.0,113634,0.00338,13.4,0.1618,0.4,587.5
10.00,21797,0.3007,1178.1,1200.0,113861,0.00342,13.7,0.1635,0.5,589.0
10.05,21993,0.3034,1177.8,1200.0,114093,0.00346,14.0,0.1653,0.5,590.5
10.10,22192,0.3061,1177.4,1200.0,114330,0.00349,14.3,0.1671,0.5,592.0
10.15,22393,0.3089,1177.0,1200.0,114572,0.00353,14.6,0.1689,0.5,593.5
10.20,22598,0.3117,1176.7,1200.0,114819,0.00357,14.9,0.1708,0.5,595.0
10.25,22805,0.3146,1176.3,1200.0,115072,0.00361,15.2,0.1727,0.5,596.4
10.30,23016,0.3175,1175.9,1200.0,115329,0.00365,15.5,0.1746,0.5,597.9
10.35,23230,0.3204,1175.5,1200.0,115591,0.00369,15.9,0.1765,0.6,599.3
10.40,23446,0.3234,1175.1,1200.0,115858,0.00373,16.2,0.1785,0.6,600.8
10.45,23667,0.3264,1174.7,1200.0,116131,0.00377,16.6,0.1805,0.6,602.2
10.50,23890,0.3295,1174.2,1200.0,116410,0.00381,16.9,0.1825,0.6,603.6
10.55,24116,0.3326,1173.8,1200.0,116695,0.00385,17.3,0.1845,0.6,605.0
10.60,24347,0.3358,1173.4,1200.0,116986,0.00389,17.7,0.1866,0.6,606.4
10.65,24580,0.3390,1172.9,1200.0,117284,0.00394,18.1,0.1888,0.6,607.7
10.70,24817,0.3423,1172.5,1200.0,117588,0.00398,18.5,0.1909,0.6,609.1
10.75,25058,0.3456,1172.0,1200.0,117900,0.00402,18.9,0.1931,0.6,610.5
10.80,25303,0.3490,1171.5,1200.0,118262,0.00406,19.3,0.1950,0.7,611.8
10.85,25551,0.3524,1171.0,1200.0,118631,0.00410,19.7,0.1969,0.7,613.2
10.90,25695,0.3544,1170.5,1200.0,119008,0.00414,20.1,0.1989,0.7,614.5
10.95,25842,0.3564,1170.2,1200.0,119228,0.00416,20.3,0.2000,0.7,615.8
11.00,25991,0.3585,1169.9,1200.0,119452,0.00419,20.5,0.2012,0.7,617.1
11.05,26142,0.3606,1169.6,1200.0,119680,0.00421,20.7,0.2024,0.7,618.4
11.10,26296,0.3627,1169.3,1200.0,119913,0.00424,21.0,0.2036,0.7,619.7
11.15,26451,0.3648,1169.0,1200.0,120149,0.00426,21.2,0.2049,0.7,621.0
11.20,26608,0.3670,1166.7,1198.0,120376,0.00428,21.5,0.2063,0.7,622.3
11.25,26767,0.3692,1164.5,1196.0,120605,0.00430,21.7,0.2076,0.7,623.5
11.30,26926,0.3714,1161.8,1193.5,120833,0.00431,22.0,0.2091,0.8,624.8
11.35,27086,0.3736,1158.7,1190.7,121060,0.00432,22.2,0.2106,0.8,626.0
11.40,27246,0.3758,1155.3,1187.5,121287,0.00434,22.5,0.2120,0.8,627.2
11.45,27407,0.3780,1151.7,1184.1,121512,0.00435,22.7,0.2136,0.8,628.4
11.50,27568,0.3802,1147.9,1180.5,121737,0.00436,23.0,0.2151,0.9,629.5
11.55,27729,0.3825,1143.9,1176.7,121961,0.00436,23.2,0.2167,0.9,630.7
11.60,27890,0.3847,1139.9,1172.8,122185,0.00437,23.5,0.2183,0.9,631.8
11.65,28051,0.3869,1135.7,1168.9,122407,0.00438,23.7,0.2198,0.9,632.9
11.70,28211,0.3891,1131.5,1164.8,122629,0.00439,23.9,0.2214,0.9,633.9
11.75,28371,0.3913,1127.3,1160.8,122850,0.00439,24.2,0.2230,1.0,635.0
11.80,28531,0.3935,1123.0,1156.7,123070,0.00440,24.4,0.2246,1.0,636.0
11.85,28690,0.3957,1118.8,1152.6,123289,0.00441,24.7,0.2263,1.0,637.0
11.90,28848,0.3979,1114.5,1148.5,123508,0.00441,24.9,0.2279,1.0,638.0
11.95,29006,0.4001,1110.3,1144.4,123726,0.00442,25.2,0.2295,1.0,638.9
12.00,29164,0.4023,1106.1,1140.4,123951,0.00442,25.4,0.2311,1.0,639.9
12.05,29321,0.4044,1101.2,1135.8,124250,0.00443,25.8,0.2331,1.0,640.8
12.10,29477,0.4066,1096.9,1131.8,124550,0.00444,26.1,0.2351,1.0,641.7
12.15,29633,0.4087,1093.2,1128.4,124848,0.00446,26.4,0.2370,1.0,642.6
12.20,29789,0.4109,1090.0,1125.5,125150,0.00447,26.8,0.2389,1.0,643.4
12.25,29945,0.4130,1087.2,1123.0,125454,0.00449,27.1,0.2407,1.0,644.3
12.30,30101,0.4152,1084.7,1120.9,125760,0.00451,27.4,0.2426,1.0,645.1
12.35,30257,0.4173,1082.4,1118.9,126069,0.00453,27.8,0.2444,1.0,645.9
12.40,30414,0.4195,1080.4,1117.2,126380,0.00455,28.1,0.2462,1.0,646.7
12.45,30571,0.4217,1078.5,1115.7,126693,0.00457,28.5,0.2480,1.0,647.5
12.50,30729,0.4238,1076.7,1114.3,127009,0.00459,28.9,0.2498,1.0,648.3
12.55,30888,0.4260,1075.1,1113.0,127327,0.00462,29.2,0.2516,1.0,649.1
12.60,31047,0.4282,1073.6,1111.9,127646,0.00464,29.6,0.2534,1.0,649.8
12.65,31207,0.4304,1072.2,1110.9,127967,0.00466,30.0,0.2552,1.0,650.6
12.70,31368,0.4327,1070.9,1109.9,128290,0.00469,30.4,0.2570,1.0,651.3
12.75,31531,0.4349,1069.7,1109.1,128616,0.00471,30.8,0.2588,1.0,652.1
12.80,31694,0.4372,1068.5,1108.3,128943,0.00474,31.1,0.2606,1.0,652.8
12.85,31859,0.4394,1068.1,1108.3,129277,0.00477,31.5,0.2624,0.9,653.5
12.90,32024,0.4417,1066.4,1106.9,129601,0.00479,31.9,0.2642,0.9,654.2
12.95,32191,0.4440,1066.0,1106.9,129940,0.00482,32.3,0.2660,0.9,654.9
13.00,32359,0.4463,1064.4,1105.7,130269,0.00484,32.7,0.2678,0.9,655.6
13.05,32528,0.4487,1064.0,1105.7,130613,0.00487,33.2,0.2696,0.9,656.3
13.10,32697,0.4510,1061.1,1103.2,130934,0.00489,33.6,0.2716,0.9,657.0
13.15,32867,0.4533,1056.9,1099.3,131255,0.00490,33.9,0.2735,0.9,657.7
13.20,33035,0.4557,1050.7,1093.3,131576,0.00490,34.3,0.2755,0.9,658.3
13.25,33202,0.4580,1043.2,1086.0,131879,0.00488,34.7,0.2775,0.8,658.9
13.30,33366,0.4602,1034.7,1077.7,132166,0.00487,35.0,0.2796,0.8,659.5
13.35,33527,0.4624,1025.5,1068.6,132438,0.00484,35.3,0.2817,0.8,660.0
13.40,33684,0.4646,1015.7,1058.9,132690,0.00481,35.5,0.2838,0.8,660.5
13.45,33837,0.4667,1005.6,1048.8,132931,0.00478,35.8,0.2859,0.8,660.9
13.50,33985,0.4688,995.2,1038.4,133158,0.00474,36.0,0.2880,0.8,661.3
13.55,34129,0.4707,984.6,1027.9,133371,0.00470,36.2,0.2900,0.8,661.7
13.60,34268,0.4727,974.1,1017.4,133568,0.00466,36.4,0.2920,0.8,662.0
13.65,34401,0.4745,963.7,1006.9,133741,0.00461,36.6,0.2941,0.8,662.3
13.70,34527,0.4762,953.4,996.5,133898,0.00457,36.7,0.2961,0.8,662.6
13.75,34646,0.4779,943.4,986.3,134041,0.00453,36.9,0.2980,0.7,662.8
13.80,34759,0.4794,933.6,976.4,134170,0.00448,37.0,0.2998,0.7,662.9
13.85,34866,0.4809,924.2,966.8,134288,0.00444,37.1,0.3015,0.7,663.1
13.90,34967,0.4823,915.1,957.6,134395,0.00439,37.2,0.3032,0.7,663.2
13.95,35062,0.4836,906.4,948.7,134497,0.00435,37.3,0.3048,0.7,663.2
14.00,35151,0.4848,898.0,940.2,134581,0.00431,37.3,0.3064,0.7,663.3
14.05,35235,0.4860,890.1,932.2,134657,0.00427,37.4,0.3078,0.7,663.3
14.10,35313,0.4871,882.6,924.5,134723,0.00423,37.4,0.3091,0.7,663.2
14.15,35386,0.4881,875.5,917.3,134782,0.00419,37.5,0.3104,0.7,663.2
14.20,35454,0.4890,868.8,910.4,134833,0.00416,37.5,0.3115,0.7,663.1
14.25,35517,0.4899,862.4,903.9,134878,0.00412,37.5,0.3126,0.7,663.0
14.30,35575,0.4907,856.5,897.9,134916,0.00409,37.5,0.3137,0.7,662.9
14.35,35629,0.4914,850.9,892.1,134949,0.00406,37.5,0.3146,0.7,662.8
14.40,35679,0.4921,845.6,886.8,134977,0.00403,37.5,0.3155,0.7,662.6
14.45,35725,0.4928,840.7,881.8,135001,0.00400,37.5,0.3163,0.7,662.4
14.50,35768,0.4933,836.2,877.1,135021,0.00398,37.5,0.3171,0.7,662.2
14.55,35807,0.4939,831.9,872.7,135038,0.00395,37.5,0.3178,0.7,662.0
14.60,35842,0.4944,827.9,868.6,135051,0.00393,37.5,0.3185,0.7,661.8
14.65,35875,0.4948,824.2,864.8,135062,0.00391,37.5,0.3191,0.7,661.6
14.70,35904,0.4952,820.8,861.3,135071,0.00389,37.5,0.3196,0.7,661.3
14.75,35931,0.4956,817.7,858.1,135077,0.00387,37.5,0.3201,0.7,661.1
14.80,35956,0.4959,814.8,855.1,135082,0.00385,37.5,0.3206,0.7,660.8
14.85,35978,0.4962,812.1,852.3,135085,0.00383,37.5,0.3210,0.7,660.6
14.90,35998,0.4965,809.6,849.8,135087,0.00382,37.5,0.3214,0.7,660.3
14.95,36016,0.4968,807.3,847.4,135088,0.00380,37.4,0.3218,0.7,660.0
