t_s,N_rpm,N_frac,EGT_K,T04_K,P3_Pa,Wf_kg_s,thrust_N,W_kg_s,vib_um,T_metal_K
71.75,65160,0.8988,851.6,975.9,316769,0.01085,322.4,0.7395,0.3,733.6
71.80,65173,0.8989,851.1,975.4,316870,0.01085,322.6,0.7400,0.3,733.3
71.85,65186,0.8991,851.1,975.4,316990,0.01085,322.8,0.7402,0.3,732.9
71.90,65195,0.8992,850.1,974.3,317027,0.01083,322.8,0.7407,0.3,732.6
71.95,65204,0.8994,850.1,974.3,317106,0.01083,322.9,0.7409,0.3,732.3
72.00,65209,0.8994,849.2,973.3,317109,0.01082,322.8,0.7412,0.3,732.0
72.05,65214,0.8995,849.1,973.3,317153,0.01082,322.9,0.7413,0.3,731.7
72.10,65216,0.8995,848.4,972.5,317134,0.01080,322.8,0.7416,0.3,731.3
72.15,65217,0.8996,848.4,972.5,317152,0.01080,322.9,0.7416,0.3,731.0
72.20,65217,0.8995,847.8,971.9,317122,0.01079,322.8,0.7418,0.3,730.7
72.25,65217,0.8995,847.8,971.9,317121,0.01079,322.8,0.7418,0.3,730.4
72.30,65217,0.8995,847.8,971.9,317120,0.01079,322.8,0.7418,0.3,730.1
72.35,65215,0.8995,847.3,971.3,317076,0.01078,322.7,0.7419,0.3,729.7
72.40,65213,0.8995,847.3,971.3,317059,0.01078,322.7,0.7419,0.3,729.4
72.45,65212,0.8995,847.3,971.3,317043,0.01078,322.6,0.7418,0.3,729.1
72.50,65210,0.8994,847.3,971.3,317028,0.01078,322.6,0.7418,0.3,728.8
72.55,65208,0.8994,847.3,971.3,317013,0.01078,322.6,0.7418,0.3,728.5
72.60,65207,0.8994,847.3,971.3,316999,0.01078,322.6,0.7417,0.3,728.2
72.65,65205,0.8994,847.3,971.3,316986,0.01078,322.5,0.7417,0.3,727.9
72.70,65204,0.8994,847.3,971.3,316974,0.01078,322.5,0.7417,0.3,727.6
72.75,65203,0.8993,847.3,971.3,316962,0.01078,322.5,0.7417,0.3,727.3
72.80,65202,0.8993,847.3,971.3,316951,0.01078,322.5,0.7416,0.3,727.0
72.85,65200,0.8993,847.3,971.3,316940,0.01078,322.5,0.7416,0.3,726.7
72.90,65199,0.8993,847.3,971.3,316930,0.01078,322.4,0.7416,0.3,726.4
72.95,65198,0.8993,847.3,971.3,316920,0.01078,322.4,0.7416,0.3,726.1
73.00,65197,0.8993,847.3,971.3,316911,0.01078,322.4,0.7415,0.3,725.8
73.05,65196,0.8993,847.3,971.3,316902,0.01078,322.4,0.7415,0.3,725.5
73.10,65195,0.8992,847.3,971.3,316894,0.01078,322.4,0.7415,0.3,725.2
73.15,65195,0.8992,847.3,971.3,316886,0.01078,322.4,0.7415,0.3,725.0
73.20,65194,0.8992,847.3,971.3,316879,0.01078,322.4,0.7415,0.3,724.7
73.25,65193,0.8992,847.3,971.3,316872,0.01078,322.3,0.7415,0.3,724.4
73.30,65192,0.8992,847.3,971.3,316865,0.01078,322.3,0.7414,0.3,724.1
73.35,65192,0.8992,847.3,971.3,316859,0.01078,322.3,0.7414,0.3,723.8
73.40,65191,0.8992,847.3,971.3,316852,0.01078,322.3,0.7414,0.3,723.6
73.45,65190,0.8992,847.3,971.3,316847,0.01078,322.3,0.7414,0.3,723.3
73.50,65190,0.8992,847.3,971.3,316841,0.01078,322.3,0.7414,0.3,723.0
73.55,65189,0.8992,847.3,971.3,316836,0.01078,322.3,0.7414,0.3,722.7
73.60,65189,0.8992,847.3,971.3,316831,0.01078,322.3,0.7414,0.3,722.5
73.65,65188,0.8991,847.3,971.3,316826,0.01078,322.3,0.7414,0.3,722.2
73.70,65188,0.8991,847.3,971.3,316822,0.01078,322.3,0.7414,0.3,721.9
73.75,65187,0.8991,847.3,971.3,316817,0.01078,322.2,0.7413,0.3,721.7
73.80,65187,0.8991,847.3,971.3,316813,0.01078,322.2,0.7413,0.3,721.4
73.85,65186,0.8991,847.3,971.3,316809,0.01078,322.2,0.7413,0.3,721.1
73.90,65186,0.8991,847.3,971.3,316806,0.01078,322.2,0.7413,0.3,720.9
73.95,65186,0.8991,847.3,971.3,316802,0.01078,322.2,0.7413,0.3,720.6
74.00,65187,0.8991,847.8,971.8,316840,0.01079,322.3,0.7412,0.3,720.4
74.05,65188,0.8991,847.8,971.8,316852,0.01079,322.3,0.7412,0.3,720.1
74.10,65189,0.8992,847.8,971.8,316863,0.01079,322.4,0.7412,0.3,719.9
74.15,65191,0.8992,847.8,971.8,316874,0.01079,322.4,0.7413,0.3,719.6
74.20,65192,0.8992,847.8,971.8,316884,0.01079,322.4,0.7413,0.3,719.4
74.25,65193,0.8992,847.8,971.8,316894,0.01079,322.4,0.7413,0.3,719.1
74.30,65194,0.8992,847.8,971.8,316903,0.01079,322.4,0.7413,0.3,718.9
74.35,65195,0.8992,847.8,971.8,316912,0.01079,322.4,0.7413,0.3,718.6
74.40,65196,0.8992,847.8,971.8,316920,0.01079,322.5,0.7414,0.3,718.4
74.45,65196,0.8993,847.8,971.8,316928,0.01079,322.5,0.7414,0.3,718.1
74.50,65197,0.8993,847.8,971.8,316936,0.01079,322.5,0.7414,0.3,717.9
74.55,65198,0.8993,847.8,971.8,316943,0.01079,322.5,0.7414,0.3,717.7
74.60,65199,0.8993,847.8,971.8,316950,0.01079,322.5,0.7414,0.3,717.4
74.65,65199,0.8993,847.8,971.8,316956,0.01079,322.5,0.7414,0.3,717.2
74.70,65200,0.8993,847.8,971.8,316962,0.01079,322.5,0.7415,0.3,717.0
74.75,65201,0.8993,847.8,971.8,316968,0.01079,322.5,0.7415,0.3,716.7
74.80,65201,0.8993,847.8,971.8,316974,0.01079,322.5,0.7415,0.3,716.5
74.85,65202,0.8993,847.8,971.8,316979,0.01079,322.6,0.7415,0.3,716.3
74.90,65202,0.8993,847.8,971.8,316984,0.01079,322.6,0.7415,0.3,716.0
74.95,65203,0.8994,847.8,971.8,316989,0.01079,322.6,0.7415,0.3,715.8
75.00,65203,0.8994,847.8,971.8,316993,0.01079,322.6,0.7415,0.3,715.6
75.05,65202,0.8993,847.3,971.3,316956,0.01078,322.5,0.7417,0.3,715.4
75.10,65201,0.8993,847.3,971.3,316945,0.01078,322.5,0.7416,0.3,715.1
75.15,65200,0.8993,847.3,971.3,316935,0.01078,322.4,0.7416,0.3,714.9
75.20,65199,0.8993,847.3,971.3,316924,0.01078,322.4,0.7416,0.3,714.7
75.25,65198,0.8993,847.3,971.3,316915,0.01078,322.4,0.7416,0.3,714.5
75.30,65197,0.8993,847.3,971.3,316906,0.01078,322.4,0.7415,0.3,714.3
75.35,65196,0.8993,847.3,971.3,316897,0.01078,322.4,0.7415,0.3,714.1
75.40,65195,0.8992,847.3,971.3,316889,0.01078,322.4,0.7415,0.3,713.8
75.45,65194,0.8992,847.3,971.3,316881,0.01078,322.4,0.7415,0.3,713.6
75.50,65193,0.8992,847.3,971.3,316874,0.01078,322.3,0.7415,0.3,713.4
75.55,65193,0.8992,847.3,971.3,316867,0.01078,322.3,0.7415,0.3,713.2
75.60,65192,0.8992,847.3,971.3,316860,0.01078,322.3,0.7414,0.3,713.0
75.65,65191,0.8992,847.3,971.3,316853,0.01078,322.3,0.7414,0.3,712.8
75.70,65190,0.8992,847.3,971.3,316847,0.01078,322.3,0.7414,0.3,712.6
75.75,65190,0.8992,847.3,971.3,316842,0.01078,322.3,0.7414,0.3,712.4
75.80,65189,0.8992,847.3,971.3,316836,0.01078,322.3,0.7414,0.3,712.2
75.85,65189,0.8992,847.3,971.3,316831,0.01078,322.3,0.7414,0.3,712.0
75.90,65188,0.8991,847.3,971.3,316826,0.01078,322.3,0.7414,0.3,711.8
75.95,65188,0.8991,847.3,971.3,316821,0.01078,322.3,0.7414,0.3,711.6
76.00,65187,0.8991,847.3,971.3,316817,0.01078,322.2,0.7413,0.3,711.4
76.05,65187,0.8991,847.3,971.3,316812,0.01078,322.2,0.7413,0.3,711.2
76.10,65186,0.8991,847.3,971.3,316808,0.01078,322.2,0.7413,0.3,711.0
76.15,65186,0.8991,847.3,971.3,316805,0.01078,322.2,0.7413,0.3,710.8
76.20,65185,0.8991,847.3,971.3,316801,0.01078,322.2,0.7413,0.3,710.6
76.25,65187,0.8991,847.8,971.9,316839,0.01079,322.3,0.7412,0.3,710.4
76.30,65188,0.8991,847.8,971.9,316851,0.01079,322.3,0.7412,0.3,710.2
76.35,65189,0.8992,847.8,971.9,316862,0.01079,322.4,0.7412,0.3,710.0
76.40,65191,0.8992,847.8,971.9,316873,0.01079,322.4,0.7413,0.3,709.8
76.45,65192,0.8992,847.8,971.9,316884,0.01079,322.4,0.7413,0.3,709.6
76.50,65193,0.8992,847.8,971.9,316894,0.01079,322.4,0.7413,0.3,709.4
76.55,65194,0.8992,847.8,971.9,316903,0.01079,322.4,0.7413,0.3,709.2
76.60,65195,0.8992,847.8,971.9,316912,0.01079,322.4,0.7413,0.3,709.1
76.65,65196,0.8992,847.8,971.9,316920,0.01079,322.5,0.7414,0.3,708.9
76.70,65196,0.8993,847.8,971.9,316928,0.01079,322.5,0.7414,0.3,708.7
76.75,65197,0.8993,847.8,971.9,316936,0.01079,322.5,0.7414,0.3,708.5
76.80,65198,0.8993,847.8,971.9,316943,0.01079,322.5,0.7414,0.3,708.3
76.85,65199,0.8993,847.8,971.9,316950,0.01079,322.5,0.7414,0.3,708.2
76.90,65199,0.8993,847.8,971.9,316957,0.01079,322.5,0.7414,0.3,708.0
76.95,65200,0.8993,847.8,971.9,316963,0.01079,322.5,0.7415,0.3,707.8
77.00,65201,0.8993,847.8,971.9,316969,0.01079,322.5,0.7415,0.3,707.6
77.05,65201,0.8993,847.8,971.9,316974,0.01079,322.5,0.7415,0.3,707.5
77.10,65202,0.8993,847.8,971.9,316980,0.01079,322.6,0.7415,0.3,707.3
77.15,65203,0.8993,847.8,971.9,316985,0.01079,322.6,0.7415,0.3,707.1
77.20,65203,0.8994,847.8,971.9,316990,0.01079,322.6,0.7415,0.3,706.9
77.25,65204,0.8994,847.8,971.9,316994,0.01079,322.6,0.7415,0.3,706.8
77.30,65202,0.8993,847.3,971.3,316957,0.01078,322.5,0.7417,0.3,706.6
77.35,65201,0.8993,847.3,971.3,316946,0.01078,322.5,0.7416,0.3,706.4
77.40,65200,0.8993,847.3,971.3,316935,0.01078,322.4,0.7416,0.3,706.3
77.45,65199,0.8993,847.3,971.3,316925,0.01078,322.4,0.7416,0.3,706.1
77.50,65198,0.8993,847.3,971.3,316915,0.01078,322.4,0.7416,0.3,705.9
77.55,65197,0.8993,847.3,971.3,316906,0.01078,322.4,0.7415,0.3,705.8
77.60,65196,0.8993,847.3,971.3,316897,0.01078,322.4,0.7415,0.3,705.6
77.65,65195,0.8992,847.3,971.3,316889,0.01078,322.4,0.7415,0.3,705.4
77.70,65194,0.8992,847.3,971.3,316881,0.01078,322.4,0.7415,0.3,705.3
77.75,65193,0.8992,847.3,971.3,316873,0.01078,322.3,0.7415,0.3,705.1
77.80,65193,0.8992,847.3,971.3,316866,0.01078,322.3,0.7415,0.3,705.0
77.85,65192,0.8992,847.3,971.3,316860,0.01078,322.3,0.7414,0.3,704.8
77.90,65191,0.8992,847.3,971.3,316853,0.01078,322.3,0.7414,0.3,704.6
77.95,65190,0.8992,847.3,971.3,316847,0.01078,322.3,0.7414,0.3,704.5
78.00,65190,0.8992,847.3,971.3,316841,0.01078,322.3,0.7414,0.3,704.3
78.05,65025,0.8969,801.0,920.0,312886,0.00982,313.0,0.7518,0.3,704.0
78.10,64726,0.8928,763.8,878.1,308012,0.00900,302.8,0.7573,0.3,703.5
78.15,64323,0.8872,733.3,843.5,302526,0.00831,292.1,0.7588,0.3,702.9
78.20,63840,0.8806,707.9,814.2,296608,0.00771,281.1,0.7571,0.3,702.3
78.25,63298,0.8731,686.9,789.7,290449,0.00720,270.2,0.7528,0.3,701.5
78.30,62714,0.8650,669.0,768.5,284167,0.00674,259.3,0.7465,0.3,700.7
78.35,62124,0.8569,669.0,768.5,284167,0.00674,259.3,0.7465,0.3,699.8
78.40,61528,0.8487,669.0,768.5,284167,0.00674,259.3,0.7465,0.3,699.0
78.45,60927,0.8404,669.0,768.5,284167,0.00674,259.3,0.7465,0.3,698.2
78.50,60321,0.8320,669.0,768.5,284167,0.00674,259.3,0.7465,0.3,697.4
78.55,59708,0.8236,669.0,768.5,284167,0.00674,259.3,0.7465,0.3,696.6
78.60,59090,0.8150,669.0,768.5,284167,0.00674,259.3,0.7465,0.3,695.8
78.65,58465,0.8064,669.0,768.5,284167,0.00674,259.3,0.7465,0.4,695.0
78.70,57834,0.7977,669.0,768.5,284167,0.00674,259.3,0.7465,0.4,694.2
78.75,57196,0.7889,669.0,768.5,284167,0.00674,259.3,0.7465,0.4,693.4
78.80,56551,0.7800,669.0,768.5,284167,0.00674,259.3,0.7465,0.4,692.6
78.85,55900,0.7710,669.0,768.5,284167,0.00674,259.3,0.7465,0.4,691.9
78.90,55241,0.7619,669.0,768.5,284167,0.00674,259.3,0.7465,0.4,691.1
78.95,54574,0.7527,669.0,768.5,284167,0.00674,259.3,0.7465,0.4,690.3
79.00,53899,0.7434,669.0,768.5,284167,0.00674,259.3,0.7465,0.4,689.6
79.05,53217,0.7340,669.0,768.5,284167,0.00674,259.3,0.7465,0.4,688.8
79.10,52525,0.7245,669.0,768.5,284167,0.00674,259.3,0.7465,0.4,688.1
79.15,52381,0.7225,649.7,725.9,202392,0.00485,126.3,0.5456,0.4,687.1
79.20,52230,0.7204,646.6,722.0,201236,0.00478,124.6,0.5438,0.4,686.2
79.25,52077,0.7183,644.7,719.4,200132,0.00473,122.9,0.5416,0.4,685.3
79.30,51925,0.7162,644.1,718.4,199119,0.00470,121.4,0.5391,0.4,684.3
79.35,51777,0.7142,644.5,718.4,198179,0.00468,120.0,0.5363,0.4,683.4
79.40,51637,0.7122,645.8,719.5,197330,0.00468,118.8,0.5335,0.4,682.5
79.45,51506,0.7104,647.8,721.2,196563,0.00468,117.6,0.5306,0.4,681.6
79.50,51383,0.7087,650.2,723.5,195876,0.00470,116.7,0.5279,0.4,680.7
79.55,51271,0.7072,652.9,726.2,195266,0.00472,115.8,0.5252,0.4,679.8
79.60,51169,0.7058,655.9,729.2,194730,0.00474,115.1,0.5227,0.4,678.9
79.65,51077,0.7045,659.0,732.3,194263,0.00476,114.4,0.5204,0.4,678.1
79.70,50994,0.7034,662.1,735.5,193861,0.00479,113.9,0.5182,0.4,677.3
79.75,50922,0.7024,665.2,738.7,193519,0.00482,113.4,0.5162,0.4,676.4
79.80,50859,0.7015,668.2,741.8,193232,0.00485,113.0,0.5144,0.4,675.6
79.85,50804,0.7008,671.1,744.7,192994,0.00488,112.7,0.5127,0.4,674.9
79.90,50758,0.7001,673.8,747.6,192800,0.00490,112.5,0.5113,0.4,674.1
79.95,50719,0.6996,676.3,750.2,192646,0.00493,112.3,0.5101,0.4,673.3
80.00,50686,0.6991,678.6,752.6,192553,0.00495,112.2,0.5091,0.4,672.6
80.05,50658,0.6987,680.7,754.9,192491,0.00498,112.1,0.5083,0.4,671.8
80.10,50635,0.6984,682.7,757.0,192447,0.00500,112.0,0.5076,0.4,671.1
80.15,50617,0.6982,684.5,758.9,192421,0.00502,112.0,0.5070,0.4,670.4
80.20,50602,0.6980,686.1,760.7,192410,0.00504,112.0,0.5065,0.4,669.7
80.25,50592,0.6978,687.5,762.2,192411,0.00505,112.0,0.5061,0.4,669.0
80.30,50584,0.6977,688.8,763.6,192422,0.00507,112.1,0.5057,0.4,668.4
80.35,50580,0.6977,689.9,764.8,192442,0.00508,112.1,0.5055,0.4,667.7
80.40,50578,0.6976,690.8,765.8,192469,0.00509,112.1,0.5052,0.4,667.0
80.45,50578,0.6976,691.6,766.7,192500,0.00510,112.2,0.5051,0.4,666.4
80.50,50580,0.6977,692.3,767.4,192535,0.00511,112.2,0.5050,0.4,665.7
80.55,50583,0.6977,692.8,768.0,192572,0.00512,112.3,0.5049,0.4,665.1
80.60,50587,0.6978,693.2,768.4,192611,0.00512,112.4,0.5048,0.4,664.4
80.65,50591,0.6978,693.2,768.4,192633,0.00512,112.4,0.5049,0.4,663.8
80.70,50597,0.6979,693.7,769.0,192683,0.00513,112.5,0.5049,0.4,663.2
80.75,50603,0.6980,693.7,769.0,192713,0.00513,112.5,0.5049,0.4,662.5
80.80,50608,0.6980,693.7,769.0,192743,0.00513,112.6,0.5050,0.4,661.9
80.85,50614,0.6981,693.6,769.0,192773,0.00513,112.6,0.5051,0.4,661.3
80.90,50620,0.6982,693.6,769.0,192803,0.00514,112.7,0.5052,0.4,660.7
80.95,50626,0.6983,693.6,769.0,192834,0.00514,112.7,0.5052,0.4,660.1
81.00,50632,0.6984,693.6,769.0,192865,0.00514,112.7,0.5053,0.4,659.5
81.05,50637,0.6984,693.6,769.0,192895,0.00514,112.8,0.5054,0.4,658.9
81.10,50643,0.6985,693.6,769.0,192927,0.00514,112.8,0.5054,0.4,658.3
81.15,50649,0.6986,693.6,769.0,192958,0.00514,112.9,0.5055,0.4,657.7
81.20,50654,0.6987,693.0,768.4,192961,0.00513,112.9,0.5057,0.4,657.1
81.25,50658,0.6987,693.0,768.4,192986,0.00513,112.9,0.5057,0.4,656.5
81.30,50662,0.6988,692.6,768.0,192990,0.00513,112.9,0.5059,0.4,655.9
81.35,50666,0.6988,692.6,768.0,193009,0.00513,113.0,0.5059,0.4,655.3
81.40,50669,0.6989,692.6,768.0,193029,0.00513,113.0,0.5060,0.4,654.8
81.45,50672,0.6989,692.1,767.4,193020,0.00512,113.0,0.5061,0.4,654.2
81.50,50674,0.6990,692.1,767.4,193033,0.00512,113.0,0.5061,0.4,653.6
81.55,50676,0.6990,692.1,767.4,193045,0.00512,113.0,0.5062,0.4,653.0
81.60,50678,0.6990,691.6,766.9,193033,0.00512,113.0,0.5063,0.4,652.5
81.65,50679,0.6990,691.6,766.9,193039,0.00512,113.0,0.5063,0.4,651.9
81.70,50680,0.6990,691.6,766.9,193046,0.00512,113.0,0.5063,0.4,651.3
81.75,50681,0.6991,691.6,766.9,193052,0.00512,113.0,0.5063,0.4,650.8
81.80,50681,0.6991,691.2,766.5,193035,0.00511,113.0,0.5064,0.4,650.2
81.85,50681,0.6991,691.2,766.5,193035,0.00511,113.0,0.5064,0.4,649.7
81.90,50681,0.6991,691.2,766.5,193036,0.00511,113.0,0.5064,0.4,649.1
81.95,50681,0.6991,691.2,766.5,193036,0.00511,113.0,0.5064,0.4,648.6
82.00,50681,0.6991,691.2,766.5,193036,0.00511,113.0,0.5064,0.4,648.0
82.05,50682,0.6991,691.2,766.5,193037,0.00511,113.0,0.5064,0.4,647.5
82.10,50682,0.6991,691.2,766.5,193037,0.00511,113.0,0.5064,0.4,647.0
82.15,50682,0.6991,691.2,766.5,193037,0.00511,113.0,0.5064,0.4,646.4
82.20,50682,0.6991,691.2,766.5,193038,0.00511,113.0,0.5064,0.4,645.9
82.25,50681,0.6990,690.8,766.0,193018,0.00511,113.0,0.5065,0.4,645.4
82.30,50680,0.6990,690.8,766.0,193013,0.00511,112.9,0.5065,0.4,644.9
82.35,50679,0.6990,690.8,766.0,193008,0.00511,112.9,0.5065,0.4,644.3
82.40,50678,0.6990,690.8,766.0,193003,0.00511,112.9,0.5064,0.4,643.8
82.45,50677,0.6990,690.8,766.0,192998,0.00511,112.9,0.5064,0.4,643.3
82.50,50676,0.6990,690.8,766.0,192993,0.00511,112.9,0.5064,0.4,642.8
82.55,50675,0.6990,690.8,766.0,192988,0.00511,112.9,0.5064,0.4,642.3
82.60,50674,0.6990,690.8,766.0,192983,0.00511,112.9,0.5064,0.4,641.8
82.65,50673,0.6989,690.8,766.0,192978,0.00511,112.9,0.5064,0.4,641.3
82.70,50672,0.6989,690.8,766.0,192972,0.00511,112.9,0.5064,0.4,640.8
82.75,50671,0.6989,690.8,766.0,192967,0.00511,112.9,0.5064,0.4,640.3
82.80,50670,0.6989,690.8,766.0,192962,0.00511,112.9,0.5063,0.4,639.8
82.85,50669,0.6989,690.8,766.0,192957,0.00511,112.9,0.5063,0.4,639.3
82.90,50668,0.6989,690.8,766.0,192951,0.00511,112.9,0.5063,0.4,638.8
82.95,50667,0.6989,690.8,766.0,192946,0.00511,112.8,0.5063,0.4,638.3
83.00,50666,0.6988,690.8,766.0,192941,0.00511,112.8,0.5063,0.4,637.9
83.05,50665,0.6988,690.8,766.0,192935,0.00511,112.8,0.5063,0.4,637.4
83.10,50665,0.6988,691.2,766.5,192951,0.00511,112.9,0.5062,0.4,636.9
83.15,50665,0.6988,691.2,766.5,192951,0.00511,112.9,0.5062,0.4,636.5
83.20,50665,0.6988,691.2,766.5,192952,0.00511,112.9,0.5062,0.4,636.0
83.25,50665,0.6988,691.2,766.5,192952,0.00511,112.9,0.5062,0.4,635.5
83.30,50665,0.6988,691.2,766.5,192952,0.00511,112.9,0.5062,0.4,635.1
83.35,50665,0.6988,691.2,766.5,192952,0.00511,112.9,0.5062,0.4,634.6
83.40,50665,0.6988,691.2,766.5,192952,0.00511,112.9,0.5062,0.4,634.2
83.45,50665,0.6988,691.2,766.5,192952,0.00511,112.9,0.5062,0.4,633.7
83.50,50665,0.6988,691.2,766.5,192952,0.00511,112.9,0.5062,0.4,633.3
83.55,50665,0.6988,691.2,766.5,192953,0.00511,112.9,0.5062,0.4,632.8
83.60,50665,0.6988,691.2,766.5,192953,0.00511,112.9,0.5062,0.4,632.4
83.65,50665,0.6988,691.2,766.5,192953,0.00511,112.9,0.5062,0.4,631.9
83.70,50665,0.6988,691.2,766.5,192953,0.00511,112.9,0.5062,0.4,631.5
83.75,50666,0.6988,691.2,766.5,192953,0.00511,112.9,0.5062,0.4,631.0
83.80,50666,0.6988,691.2,766.5,192953,0.00511,112.9,0.5062,0.4,630.6
83.85,50666,0.6988,691.2,766.5,192954,0.00511,112.9,0.5062,0.4,630.2
83.90,50666,0.6988,691.2,766.5,192954,0.00511,112.9,0.5062,0.4,629.8
83.95,50666,0.6988,691.2,766.5,192954,0.00511,112.9,0.5062,0.4,629.3
84.00,50666,0.6988,691.2,766.5,192954,0.00511,112.9,0.5062,0.4,628.9
84.05,50666,0.6988,691.2,766.5,192954,0.00511,112.9,0.5062,0.4,628.5
84.10,50666,0.6988,691.2,766.5,192954,0.00511,112.9,0.5062,0.4,628.1
84.15,50666,0.6988,691.2,766.5,192955,0.00511,112.9,0.5062,0.4,627.7
84.20,50666,0.6988,691.2,766.5,192955,0.00511,112.9,0.5062,0.4,627.3
84.25,50666,0.6988,691.2,766.5,192955,0.00511,112.9,0.5062,0.4,626.8
84.30,50666,0.6988,691.2,766.5,192955,0.00511,112.9,0.5062,0.4,626.4
84.35,50666,0.6988,691.2,766.5,192955,0.00511,112.9,0.5062,0.4,626.0
84.40,50666,0.6988,691.2,766.5,192955,0.00511,112.9,0.5062,0.4,625.6
84.45,50666,0.6988,691.2,766.5,192956,0.00511,112.9,0.5062,0.4,625.2
84.50,50666,0.6988,691.2,766.5,192956,0.00511,112.9,0.5062,0.4,624.8
84.55,50666,0.6988,691.2,766.5,192956,0.00511,112.9,0.5062,0.4,624.4
84.60,50666,0.6988,691.2,766.5,192956,0.00511,112.9,0.5062,0.4,624.1
84.65,50666,0.6988,691.2,766.5,192956,0.00511,112.9,0.5062,0.4,623.7
84.70,50666,0.6988,691.2,766.5,192956,0.00511,112.9,0.5062,0.4,623.3
84.75,50666,0.6988,691.2,766.5,192957,0.00511,112.9,0.5062,0.4,622.9
84.80,50666,0.6988,691.2,766.5,192957,0.00511,112.9,0.5062,0.4,622.5
84.85,50666,0.6988,691.2,766.5,192957,0.00511,112.9,0.5062,0.4,622.1
84.90,50666,0.6988,691.2,766.5,192957,0.00511,112.9,0.5062,0.4,621.8
84.95,50666,0.6988,691.2,766.5,192957,0.00511,112.9,0.5062,0.4,621.4
85.00,50666,0.6988,691.2,766.5,192958,0.00511,112.9,0.5062,0.4,621.0
85.05,50666,0.6988,691.2,766.5,192958,0.00511,112.9,0.5062,0.4,620.6
85.10,50666,0.6988,691.2,766.5,192958,0.00511,112.9,0.5062,0.4,620.3
85.15,50666,0.6988,691.2,766.5,192958,0.00511,112.9,0.5062,0.4,619.9
85.20,50666,0.6988,691.2,766.5,192958,0.00511,112.9,0.5062,0.4,619.6
85.25,50666,0.6988,691.2,766.5,192958,0.00511,112.9,0.5062,0.4,619.2
85.30,50667,0.6988,691.2,766.5,192959,0.00511,112.9,0.5062,0.4,618.8
85.35,50667,0.6988,691.2,766.5,192959,0.00511,112.9,0.5062,0.4,618.5
85.40,50667,0.6988,691.2,766.5,192959,0.00511,112.9,0.5062,0.4,618.1
85.45,50667,0.6989,691.2,766.5,192959,0.00511,112.9,0.5062,0.4,617.8
85.50,50667,0.6989,691.2,766.5,192959,0.00511,112.9,0.5062,0.4,617.4
85.55,50667,0.6989,691.2,766.5,192960,0.00511,112.9,0.5062,0.4,617.1
85.60,50667,0.6989,691.2,766.5,192960,0.00511,112.9,0.5062,0.4,616.7
85.65,50667,0.6989,691.2,766.5,192960,0.00511,112.9,0.5062,0.4,616.4
85.70,50667,0.6989,691.2,766.5,192960,0.00511,112.9,0.5062,0.4,616.0
85.75,50667,0.6989,691.2,766.5,192960,0.00511,112.9,0.5062,0.4,615.7
85.80,50667,0.6989,691.2,766.5,192961,0.00511,112.9,0.5062,0.4,615.4
85.85,50667,0.6989,691.2,766.5,192961,0.00511,112.9,0.5062,0.4,615.0
85.90,50667,0.6989,691.2,766.5,192961,0.00511,112.9,0.5062,0.4,614.7
85.95,50667,0.6989,691.2,766.5,192961,0.00511,112.9,0.5062,0.4,614.4
86.00,50667,0.6989,691.2,766.5,192961,0.00511,112.9,0.5062,0.4,614.0
86.05,50579,0.6976,658.3,730.1,191144,0.00467,109.9,0.5122,0.4,613.6
86.10,50417,0.6954,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,613.1
86.15,50254,0.6932,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,612.5
86.20,50091,0.6909,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,612.0
86.25,49928,0.6887,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,611.4
86.30,49764,0.6864,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,610.9
86.35,49600,0.6841,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,610.4
86.40,49435,0.6819,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,609.8
86.45,49270,0.6796,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,609.3
86.50,49104,0.6773,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,608.8
86.55,48938,0.6750,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,608.3
86.60,48771,0.6727,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,607.7
86.65,48604,0.6704,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,607.2
86.70,48436,0.6681,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,606.7
86.75,48267,0.6658,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,606.2
86.80,48099,0.6634,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,605.7
86.85,47929,0.6611,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,605.2
86.90,47759,0.6587,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,604.7
86.95,47589,0.6564,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,604.2
87.00,47418,0.6540,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,603.7
87.05,47246,0.6517,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,603.2
87.10,47074,0.6493,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,602.8
87.15,46902,0.6469,631.6,700.2,189131,0.00431,106.8,0.5162,0.4,602.3
