t_s,N_rpm,N_frac,EGT_K,T04_K,P3_Pa,Wf_kg_s,thrust_N,W_kg_s,vib_um,T_metal_K
0.00,2274,0.0314,288.4,288.4,99428,0.00000,0.0,0.0216,0.0,288.2
0.05,2372,0.0327,288.5,288.5,99440,0.00000,0.0,0.0226,0.0,288.2
0.10,2469,0.0341,288.5,288.5,99453,0.00000,0.0,0.0236,0.0,288.2
0.15,2566,0.0354,288.5,288.5,99465,0.00000,0.0,0.0246,0.0,288.2
0.20,2662,0.0367,288.5,288.5,99479,0.00000,0.0,0.0255,0.0,288.2
0.25,2758,0.0380,288.6,288.6,99493,0.00000,0.0,0.0265,0.0,288.2
0.30,2853,0.0394,288.6,288.6,99507,0.00000,0.0,0.0274,0.0,288.2
0.35,2948,0.0407,288.6,288.6,99521,0.00000,0.0,0.0284,0.0,288.2
0.40,3042,0.0420,288.7,288.7,99536,0.00000,0.0,0.0293,0.0,288.2
0.45,3135,0.0432,288.7,288.7,99552,0.00000,0.0,0.0302,0.0,288.2
0.50,3227,0.0445,288.7,288.7,99568,0.00000,0.0,0.0312,0.0,288.2
0.55,3319,0.0458,288.8,288.8,99584,0.00000,0.0,0.0321,0.0,288.2
0.60,3410,0.0470,288.8,288.8,99600,0.00000,0.0,0.0330,0.0,288.2
0.65,3501,0.0483,288.8,288.8,99617,0.00000,0.0,0.0339,0.0,288.2
0.70,3590,0.0495,288.9,288.9,99634,0.00000,0.0,0.0348,0.0,288.2
0.75,3679,0.0507,288.9,288.9,99652,0.00000,0.0,0.0357,0.0,288.2
0.80,3767,0.0520,288.9,288.9,99669,0.00000,0.0,0.0366,0.0,288.2
0.85,3855,0.0532,289.0,289.0,99687,0.00000,0.0,0.0375,0.0,288.2
0.90,3942,0.0544,289.0,289.0,99705,0.00000,0.0,0.0383,0.0,288.2
0.95,4027,0.0556,289.0,289.0,99724,0.00000,0.0,0.0392,0.0,288.2
1.00,4113,0.0567,289.1,289.1,99743,0.00000,0.0,0.0400,0.0,288.2
1.05,4197,0.0579,289.1,289.1,99762,0.00000,0.0,0.0409,0.0,288.2
1.10,4281,0.0590,289.1,289.1,99781,0.00000,0.0,0.0417,0.0,288.2
1.15,4363,0.0602,289.2,289.2,99800,0.00000,0.0,0.0426,0.0,288.2
1.20,4446,0.0613,289.2,289.2,99820,0.00000,0.0,0.0434,0.0,288.2
1.25,4527,0.0624,289.3,289.3,99840,0.00000,0.0,0.0442,0.0,288.3
1.30,4607,0.0635,289.3,289.3,99860,0.00000,0.0,0.0450,0.0,288.3
1.35,4687,0.0646,289.3,289.3,99880,0.00000,0.0,0.0458,0.0,288.3
1.40,4766,0.0657,289.4,289.4,99900,0.00000,0.0,0.0466,0.0,288.3
1.45,4844,0.0668,289.4,289.4,99921,0.00000,0.0,0.0474,0.0,288.3
1.50,4921,0.0679,289.4,289.4,99941,0.00000,0.0,0.0482,0.0,288.3
1.55,4997,0.0689,289.5,289.5,99962,0.00000,0.0,0.0489,0.0,288.3
1.60,5073,0.0700,289.5,289.5,99982,0.00000,0.0,0.0497,0.0,288.3
1.65,5148,0.0710,289.6,289.6,100003,0.00000,0.0,0.0504,0.0,288.3
1.70,5222,0.0720,289.6,289.6,100024,0.00000,0.0,0.0512,0.0,288.3
1.75,5295,0.0730,289.6,289.6,100045,0.00000,0.0,0.0519,0.0,288.3
1.80,5367,0.0740,289.7,289.7,100066,0.00000,0.0,0.0527,0.0,288.3
1.85,5439,0.0750,289.7,289.7,100087,0.00000,0.0,0.0534,0.0,288.3
1.90,5509,0.0760,289.8,289.8,100109,0.00000,0.0,0.0541,0.0,288.4
1.95,5579,0.0770,289.8,289.8,100130,0.00000,0.0,0.0548,0.0,288.4
2.00,5648,0.0779,289.8,289.8,100151,0.00000,0.0,0.0555,0.0,288.4
2.05,5717,0.0789,289.9,289.9,100172,0.00000,0.0,0.0562,0.0,288.4
2.10,5784,0.0798,289.9,289.9,100194,0.00000,0.0,0.0568,0.0,288.4
2.15,5851,0.0807,289.9,289.9,100215,0.00000,0.0,0.0575,0.0,288.4
2.20,5917,0.0816,290.0,290.0,100236,0.00000,0.0,0.0582,0.0,288.4
2.25,5982,0.0825,290.0,290.0,100257,0.00000,0.0,0.0588,0.0,288.4
2.30,6046,0.0834,290.1,290.1,100279,0.00000,0.0,0.0595,0.0,288.4
2.35,6110,0.0843,290.1,290.1,100300,0.00000,0.0,0.0601,0.0,288.4
2.40,6172,0.0851,290.1,290.1,100321,0.00000,0.0,0.0608,0.0,288.4
2.45,6234,0.0860,290.2,290.2,100342,0.00000,0.0,0.0614,0.0,288.5
2.50,6296,0.0868,290.2,290.2,100363,0.00000,0.0,0.0620,0.0,288.5
2.55,6356,0.0877,290.2,290.2,100384,0.00000,0.0,0.0626,0.0,288.5
2.60,6416,0.0885,290.3,290.3,100405,0.00000,0.0,0.0632,0.0,288.5
2.65,6474,0.0893,290.3,290.3,100426,0.00000,0.0,0.0638,0.0,288.5
2.70,6532,0.0901,290.3,290.3,100447,0.00000,0.0,0.0644,0.0,288.5
2.75,6590,0.0909,290.4,290.4,100467,0.00000,0.0,0.0650,0.0,288.5
2.80,6646,0.0917,290.4,290.4,100488,0.00000,0.0,0.0655,0.0,288.5
2.85,6702,0.0924,290.5,290.5,100508,0.00000,0.0,0.0661,0.0,288.6
2.90,6757,0.0932,290.5,290.5,100529,0.00000,0.0,0.0666,0.0,288.6
2.95,6812,0.0940,290.5,290.5,100549,0.00000,0.0,0.0672,0.0,288.6
3.00,6865,0.0947,290.6,290.6,100569,0.00000,0.0,0.0677,0.0,288.6
3.05,6918,0.0954,290.6,290.6,100589,0.00000,0.0,0.0683,0.0,288.6
3.10,6970,0.0961,290.6,290.6,100609,0.00000,0.0,0.0688,0.0,288.6
3.15,7022,0.0969,290.7,290.7,100629,0.00000,0.0,0.0693,0.0,288.6
3.20,7073,0.0976,290.7,290.7,100649,0.00000,0.0,0.0698,0.0,288.6
3.25,7123,0.0982,290.7,290.7,100669,0.00000,0.0,0.0703,0.0,288.7
3.30,7172,0.0989,290.8,290.8,100688,0.00000,0.0,0.0708,0.0,288.7
3.35,7221,0.0996,290.8,290.8,100707,0.00000,0.0,0.0713,0.0,288.7
3.40,7269,0.1003,290.8,290.8,100727,0.00000,0.0,0.0718,0.0,288.7
3.45,7316,0.1009,290.9,290.9,100746,0.00000,0.0,0.0723,0.0,288.7
3.50,7654,0.1056,701.5,720.2,101313,0.00052,0.0,0.0481,0.0,290.3
3.55,7981,0.1101,701.5,720.2,101313,0.00052,0.0,0.0481,0.0,291.8
3.60,8299,0.1145,701.5,720.2,101313,0.00052,0.0,0.0481,0.0,293.3
3.65,8609,0.1187,701.5,720.2,101313,0.00052,0.0,0.0481,0.0,294.9
3.70,8912,0.1229,701.5,720.2,101313,0.00052,0.0,0.0481,0.0,296.4
3.75,9207,0.1270,701.5,720.2,101313,0.00052,0.0,0.0481,0.0,297.9
3.80,9497,0.1310,701.5,720.2,101313,0.00052,0.0,0.0481,0.0,299.4
3.85,9781,0.1349,701.5,720.2,101313,0.00052,0.0,0.0481,0.0,300.9
3.90,10060,0.1388,701.5,720.2,101313,0.00052,0.0,0.0481,0.0,302.4
3.95,10334,0.1425,701.5,720.2,101313,0.00052,0.0,0.0481,0.0,303.8
4.00,10603,0.1462,701.5,720.2,101313,0.00052,0.0,0.0481,0.0,305.3
4.05,10868,0.1499,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,306.7
4.10,11130,0.1535,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,308.2
4.15,11387,0.1571,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,309.6
4.20,11641,0.1606,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,311.0
4.25,11892,0.1640,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,312.4
4.30,12140,0.1674,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,313.9
4.35,12385,0.1708,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,315.2
4.40,12626,0.1742,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,316.6
4.45,12866,0.1775,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,318.0
4.50,13102,0.1807,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,319.4
4.55,13337,0.1840,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,320.8
4.60,13569,0.1872,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,322.1
4.65,13799,0.1903,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,323.5
4.70,14026,0.1935,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,324.8
4.75,14252,0.1966,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,326.1
4.80,14476,0.1997,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,327.4
4.85,14698,0.2027,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,328.8
4.90,14918,0.2058,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,330.1
4.95,15136,0.2088,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,331.4
5.00,15352,0.2118,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,332.6
5.05,15567,0.2147,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,333.9
5.10,15781,0.2177,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,335.2
5.15,15993,0.2206,701.5,720.2,101313,0.00052,0.0,0.0481,0.1,336.5
5.20,16203,0.2235,701.5,720.2,101313,0.00052,0.0,0.0481,0.2,337.7
5.25,16412,0.2264,701.5,720.2,101313,0.00052,0.0,0.0481,0.2,339.0
5.30,16620,0.2292,701.5,720.2,101313,0.00052,0.0,0.0481,0.2,340.2
5.35,16826,0.2321,701.5,720.2,101313,0.00052,0.0,0.0481,0.2,341.4
5.40,17031,0.2349,701.5,720.2,101313,0.00052,0.0,0.0481,0.2,342.7
5.45,17235,0.2377,701.5,720.2,101313,0.00052,0.0,0.0481,0.2,343.9
5.50,17438,0.2405,701.5,720.2,101313,0.00052,0.0,0.0481,0.2,345.1
5.55,17639,0.2433,701.5,720.2,101313,0.00052,0.0,0.0481,0.2,346.3
5.60,17840,0.2461,701.5,720.2,101313,0.00052,0.0,0.0481,0.2,347.5
5.65,18039,0.2488,701.5,720.2,101313,0.00052,0.0,0.0481,0.2,348.7
5.70,18237,0.2515,701.5,720.2,101313,0.00052,0.0,0.0481,0.2,349.8
5.75,18434,0.2543,701.5,720.2,101313,0.00052,0.0,0.0481,0.2,351.0
5.80,18630,0.2570,701.5,720.2,101313,0.00052,0.0,0.0481,0.2,352.2
5.85,18825,0.2597,701.5,720.2,101313,0.00052,0.0,0.0481,0.3,353.3
5.90,19019,0.2623,701.5,720.2,101313,0.00052,0.0,0.0481,0.3,354.5
5.95,19212,0.2650,701.5,720.2,101313,0.00052,0.0,0.0481,0.3,355.6
6.00,19404,0.2676,701.5,720.2,101313,0.00052,0.0,0.0481,0.3,356.8
6.05,19595,0.2703,701.5,720.2,101313,0.00052,0.0,0.0481,0.3,357.9
6.10,19785,0.2729,701.5,720.2,101313,0.00052,0.0,0.0481,0.3,359.0
6.15,19975,0.2755,701.5,720.2,101313,0.00052,0.0,0.0481,0.3,360.1
6.20,20164,0.2781,701.5,720.2,101313,0.00052,0.0,0.0481,0.3,361.2
6.25,20351,0.2807,701.5,720.2,101313,0.00052,0.0,0.0481,0.4,362.3
6.30,20538,0.2833,701.5,720.2,101313,0.00052,0.0,0.0481,0.4,363.4
6.35,20725,0.2859,701.5,720.2,101313,0.00052,0.0,0.0481,0.4,364.5
6.40,20910,0.2884,701.5,720.2,101313,0.00052,0.0,0.0481,0.4,365.6
6.45,21095,0.2910,701.5,720.2,101313,0.00052,0.0,0.0481,0.4,366.7
6.50,21279,0.2935,701.5,720.2,101313,0.00052,0.0,0.0481,0.4,367.8
6.55,21462,0.2960,701.5,720.2,101313,0.00052,0.0,0.0481,0.4,368.8
6.60,21644,0.2985,701.5,720.2,101313,0.00052,0.0,0.0481,0.4,369.9
6.65,21826,0.3010,701.5,720.2,101313,0.00052,0.0,0.0481,0.5,370.9
6.70,22007,0.3035,701.5,720.2,101313,0.00052,0.0,0.0481,0.5,372.0
6.75,22187,0.3060,701.5,720.2,101313,0.00052,0.0,0.0481,0.5,373.0
6.80,22367,0.3085,701.5,720.2,101313,0.00052,0.0,0.0481,0.5,374.0
6.85,22546,0.3110,701.5,720.2,101313,0.00052,0.0,0.0481,0.5,375.0
6.90,22725,0.3134,701.5,720.2,101313,0.00052,0.0,0.0481,0.5,376.1
6.95,22903,0.3159,701.5,720.2,101313,0.00052,0.0,0.0481,0.5,377.1
7.00,23080,0.3183,701.5,720.2,101313,0.00052,0.0,0.0481,0.5,378.1
7.05,23256,0.3208,701.5,720.2,101313,0.00052,0.0,0.0481,0.6,379.1
7.10,23432,0.3232,701.5,720.2,101313,0.00052,0.0,0.0481,0.6,380.1
7.15,23608,0.3256,701.5,720.2,101313,0.00052,0.0,0.0481,0.6,381.0
7.20,23783,0.3280,701.5,720.2,101313,0.00052,0.0,0.0481,0.6,382.0
7.25,23957,0.3304,701.5,720.2,101313,0.00052,0.0,0.0481,0.6,383.0
7.30,24131,0.3328,701.5,720.2,101313,0.00052,0.0,0.0481,0.6,383.9
7.35,24304,0.3352,701.5,720.2,101313,0.00052,0.0,0.0481,0.6,384.9
7.40,24477,0.3376,701.5,720.2,101313,0.00052,0.0,0.0481,0.6,385.9
7.45,24649,0.3400,701.5,720.2,101313,0.00052,0.0,0.0481,0.6,386.8
7.50,24821,0.3424,701.5,720.2,101313,0.00052,0.0,0.0481,0.6,387.7
7.55,24992,0.3447,701.5,720.2,101313,0.00052,0.0,0.0481,0.6,388.7
7.60,25163,0.3471,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,389.6
7.65,25333,0.3494,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,390.5
7.70,25502,0.3518,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,391.5
7.75,25564,0.3526,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,392.4
7.80,25625,0.3534,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,393.3
7.85,25686,0.3543,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,394.2
7.90,25746,0.3551,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,395.1
7.95,25807,0.3560,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,396.0
8.00,25867,0.3568,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,396.8
8.05,25928,0.3576,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,397.7
8.10,25988,0.3585,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,398.6
8.15,26048,0.3593,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,399.5
8.20,26107,0.3601,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,400.3
8.25,26167,0.3609,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,401.2
8.30,26226,0.3617,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,402.0
8.35,26286,0.3626,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,402.9
8.40,26345,0.3634,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,403.7
8.45,26404,0.3642,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,404.6
8.50,26463,0.3650,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,405.4
8.55,26521,0.3658,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,406.2
8.60,26580,0.3666,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,407.0
8.65,26638,0.3674,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,407.8
8.70,26696,0.3682,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,408.7
8.75,26754,0.3690,701.5,720.2,101313,0.00052,0.0,0.0481,0.7,409.5
8.80,26812,0.3698,701.5,720.2,101313,0.00052,0.0,0.0481,0.8,410.3
8.85,26870,0.3706,701.5,720.2,101313,0.00052,0.0,0.0481,0.8,411.1
8.90,26928,0.3714,701.5,720.2,101313,0.00052,0.0,0.0481,0.8,411.8
8.95,26985,0.3722,701.5,720.2,101313,0.00052,0.0,0.0481,0.8,412.6
9.00,27042,0.3730,701.5,720.2,101313,0.00052,0.0,0.0481,0.8,413.4
9.05,27100,0.3738,701.5,720.2,101313,0.00052,0.0,0.0481,0.8,414.2
9.10,27157,0.3746,701.5,720.2,101313,0.00052,0.0,0.0481,0.8,415.0
9.15,27213,0.3754,701.5,720.2,101313,0.00052,0.0,0.0481,0.8,415.7
9.20,27270,0.3761,701.5,720.2,101313,0.00052,0.0,0.0481,0.8,416.5
9.25,27327,0.3769,701.5,720.2,101313,0.00052,0.0,0.0481,0.8,417.2
9.30,27383,0.3777,701.5,720.2,101313,0.00052,0.0,0.0481,0.8,418.0
9.35,27440,0.3785,701.5,720.2,101313,0.00052,0.0,0.0481,0.8,418.7
9.40,27496,0.3793,701.5,720.2,101313,0.00052,0.0,0.0481,0.8,419.5
9.45,27552,0.3800,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,420.2
9.50,27608,0.3808,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,421.0
9.55,27664,0.3816,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,421.7
9.60,27719,0.3823,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,422.4
9.65,27775,0.3831,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,423.1
9.70,27830,0.3839,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,423.8
9.75,27885,0.3846,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,424.5
9.80,27941,0.3854,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,425.3
9.85,27996,0.3861,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,426.0
9.90,28050,0.3869,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,426.6
9.95,28105,0.3877,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,427.3
10.00,28160,0.3884,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,428.0
10.05,28214,0.3892,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,428.7
10.10,28269,0.3899,701.5,720.2,101313,0.00052,0.0,0.0481,0.9,429.4
10.15,28323,0.3907,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,430.1
10.20,28377,0.3914,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,430.7
10.25,28431,0.3921,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,431.4
10.30,28485,0.3929,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,432.1
10.35,28538,0.3936,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,432.7
10.40,28592,0.3944,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,433.4
10.45,28646,0.3951,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,434.0
10.50,28699,0.3958,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,434.7
10.55,28752,0.3966,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,435.3
10.60,28805,0.3973,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,436.0
10.65,28858,0.3980,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,436.6
10.70,28911,0.3988,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,437.2
10.75,28964,0.3995,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,437.8
10.80,29017,0.4002,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,438.5
10.85,29069,0.4010,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,439.1
10.90,29122,0.4017,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,439.7
10.95,29174,0.4024,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,440.3
11.00,29226,0.4031,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,440.9
11.05,29278,0.4038,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,441.5
11.10,29330,0.4046,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,442.1
11.15,29382,0.4053,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,442.7
11.20,29434,0.4060,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,443.3
11.25,29485,0.4067,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,443.9
11.30,29537,0.4074,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,444.5
11.35,29588,0.4081,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,445.1
11.40,29640,0.4088,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,445.6
11.45,29691,0.4095,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,446.2
11.50,29742,0.4102,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,446.8
11.55,29793,0.4109,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,447.4
11.60,29844,0.4116,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,447.9
11.65,29894,0.4123,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,448.5
11.70,29945,0.4130,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,449.0
11.75,29996,0.4137,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,449.6
11.80,30046,0.4144,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,450.1
11.85,30096,0.4151,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,450.7
11.90,30147,0.4158,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,451.2
11.95,30197,0.4165,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,451.8
12.00,30247,0.4172,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,452.3
12.05,30297,0.4179,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,452.8
12.10,30347,0.4186,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,453.4
12.15,30396,0.4193,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,453.9
12.20,30446,0.4199,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,454.4
12.25,30495,0.4206,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,454.9
12.30,30545,0.4213,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,455.4
12.35,30594,0.4220,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,456.0
12.40,30643,0.4227,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,456.5
12.45,30693,0.4233,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,457.0
12.50,30742,0.4240,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,457.5
12.55,30791,0.4247,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,458.0
12.60,30839,0.4254,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,458.5
12.65,30888,0.4260,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,459.0
12.70,30937,0.4267,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,459.4
12.75,30985,0.4274,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,459.9
12.80,31034,0.4281,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,460.4
12.85,31082,0.4287,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,460.9
12.90,31130,0.4294,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,461.4
12.95,31179,0.4300,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,461.9
13.00,31227,0.4307,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,462.3
13.05,31275,0.4314,701.5,720.2,101313,0.00052,0.0,0.0481,1.0,462.8
13.10,31260,0.4312,797.2,826.2,136037,0.00315,35.3,0.2416,1.0,463.7
13.15,31268,0.4313,831.3,861.3,136232,0.00333,35.6,0.2375,1.0,464.7
13.20,31291,0.4316,859.1,889.9,136427,0.00349,36.0,0.2346,1.0,465.8
13.25,31328,0.4321,882.2,913.7,136623,0.00361,36.4,0.2325,1.0,467.0
13.30,31376,0.4328,901.2,933.3,136822,0.00372,36.7,0.2310,1.0,468.3
13.35,31432,0.4335,916.8,949.4,137025,0.00381,37.0,0.2299,1.0,469.6
13.40,31496,0.4344,929.3,962.4,137237,0.00389,37.3,0.2293,1.0,471.0
13.45,31566,0.4354,939.2,972.8,137457,0.00395,37.7,0.2290,1.0,472.4
13.50,31641,0.4364,947.1,981.0,137684,0.00401,38.0,0.2291,1.0,473.8
13.55,31720,0.4375,953.2,987.5,137918,0.00405,38.4,0.2293,1.0,475.2
13.60,31804,0.4387,957.8,992.4,138157,0.00409,38.7,0.2298,1.0,476.6
13.65,31890,0.4399,960.6,995.6,138399,0.00413,39.0,0.2304,0.9,478.0
13.70,31980,0.4411,963.1,998.4,138647,0.00416,39.4,0.2312,0.9,479.5
13.75,32071,0.4424,964.9,1000.4,138900,0.00419,39.7,0.2320,0.9,480.9
13.80,32165,0.4437,965.9,1001.7,139156,0.00421,40.1,0.2329,0.9,482.3
13.85,32261,0.4450,966.4,1002.4,139416,0.00423,40.5,0.2339,0.9,483.7
13.90,32359,0.4463,966.1,1002.4,139678,0.00425,40.8,0.2350,0.9,485.1
13.95,32458,0.4477,965.8,1002.4,139945,0.00427,41.2,0.2361,0.9,486.5
14.00,32559,0.4491,965.6,1002.4,140215,0.00429,41.6,0.2373,0.9,487.9
14.05,32661,0.4505,964.2,1001.3,140485,0.00430,42.0,0.2385,0.9,489.3
14.10,32764,0.4519,962.9,1000.2,140758,0.00432,42.3,0.2398,0.9,490.7
14.15,32868,0.4534,961.6,999.1,141034,0.00433,42.7,0.2411,0.9,492.0
14.20,32973,0.4548,960.1,997.9,141313,0.00434,43.1,0.2424,0.9,493.4
14.25,33080,0.4563,958.6,996.7,141594,0.00436,43.5,0.2437,0.8,494.7
14.30,33187,0.4578,957.1,995.4,141878,0.00437,43.9,0.2450,0.8,496.0
14.35,33296,0.4593,955.5,994.0,142164,0.00438,44.3,0.2464,0.8,497.3
14.40,33406,0.4608,953.8,992.6,142453,0.00440,44.7,0.2477,0.8,498.6
14.45,33516,0.4623,952.2,991.2,142744,0.00441,45.1,0.2491,0.8,499.8
14.50,33628,0.4638,950.5,989.8,143038,0.00442,45.5,0.2505,0.8,501.1
14.55,33740,0.4654,947.9,987.4,143330,0.00443,46.0,0.2520,0.8,502.3
14.60,33851,0.4669,944.2,983.9,143613,0.00443,46.4,0.2537,0.8,503.5
14.65,33960,0.4684,938.9,978.7,143882,0.00442,46.8,0.2556,0.8,504.7
14.70,34067,0.4699,933.7,973.6,144146,0.00441,47.1,0.2574,0.8,505.9
14.75,34172,0.4713,928.0,967.9,144400,0.00440,47.5,0.2592,0.8,507.0
14.80,34274,0.4727,922.0,962.0,144644,0.00438,47.9,0.2611,0.8,508.1
14.85,34373,0.4741,915.9,955.9,144873,0.00437,48.2,0.2629,0.8,509.2
14.90,34468,0.4754,909.6,949.6,145092,0.00435,48.5,0.2647,0.8,510.3
14.95,34560,0.4767,903.3,943.3,145301,0.00433,48.8,0.2665,0.7,511.3
15.00,34649,0.4779,896.9,936.9,145500,0.00430,49.1,0.2683,0.7,512.3
15.05,34734,0.4791,890.6,930.6,145689,0.00428,49.3,0.2700,0.7,513.2
15.10,34816,0.4802,884.5,924.4,145869,0.00426,49.6,0.2717,0.7,514.2
15.15,34894,0.4813,878.4,918.4,146038,0.00424,49.8,0.2734,0.7,515.1
15.20,34968,0.4823,872.5,912.5,146198,0.00421,50.0,0.2750,0.7,515.9
15.25,35039,0.4833,866.8,906.7,146348,0.00419,50.2,0.2765,0.7,516.8
15.30,35107,0.4842,861.3,901.1,146490,0.00417,50.4,0.2780,0.7,517.6
15.35,35171,0.4851,855.9,895.8,146624,0.00414,50.6,0.2794,0.7,518.4
15.40,35232,0.4860,850.8,890.6,146751,0.00412,50.8,0.2808,0.7,519.2
