t_s,N_rpm,N_frac,EGT_K,T04_K,P3_Pa,Wf_kg_s,thrust_N,W_kg_s,vib_um,T_metal_K
71.50,65064,0.8974,842.6,966.0,326555,0.01090,331.6,0.7555,0.3,733.3
71.55,65084,0.8977,843.1,966.5,326756,0.01091,331.9,0.7558,0.3,732.9
71.60,65103,0.8980,843.1,966.5,326933,0.01092,332.3,0.7562,0.3,732.6
71.65,65121,0.8982,843.0,966.5,327101,0.01092,332.6,0.7566,0.3,732.2
71.70,65138,0.8985,843.0,966.5,327262,0.01092,332.9,0.7570,0.3,731.9
71.75,65152,0.8986,842.3,965.8,327375,0.01091,333.0,0.7576,0.3,731.5
71.80,65166,0.8988,842.3,965.8,327501,0.01092,333.3,0.7579,0.3,731.2
71.85,65176,0.8990,841.5,964.9,327575,0.01091,333.4,0.7584,0.3,730.8
71.90,65186,0.8991,841.4,964.9,327667,0.01091,333.5,0.7586,0.3,730.5
71.95,65192,0.8992,840.6,964.0,327706,0.01089,333.6,0.7591,0.3,730.1
72.00,65199,0.8993,840.6,964.0,327766,0.01090,333.7,0.7592,0.3,729.8
72.05,65203,0.8993,839.8,963.1,327780,0.01088,333.7,0.7596,0.3,729.5
72.10,65206,0.8994,839.8,963.1,327813,0.01088,333.8,0.7597,0.3,729.1
72.15,65208,0.8994,839.2,962.5,327809,0.01087,333.7,0.7599,0.3,728.8
72.20,65209,0.8994,839.2,962.5,327822,0.01087,333.8,0.7600,0.3,728.4
72.25,65210,0.8995,839.2,962.5,327834,0.01087,333.8,0.7600,0.3,728.1
72.30,65210,0.8994,838.6,961.8,327810,0.01086,333.7,0.7602,0.3,727.8
72.35,65209,0.8994,838.6,961.8,327803,0.01086,333.7,0.7602,0.3,727.4
72.40,65208,0.8994,838.6,961.8,327797,0.01086,333.7,0.7602,0.3,727.1
72.45,65208,0.8994,838.6,961.8,327791,0.01086,333.7,0.7602,0.3,726.7
72.50,65207,0.8994,838.6,961.8,327786,0.01086,333.7,0.7602,0.3,726.4
72.55,65206,0.8994,838.6,961.8,327780,0.01086,333.7,0.7601,0.3,726.1
72.60,65206,0.8994,838.6,961.8,327775,0.01086,333.6,0.7601,0.3,725.8
72.65,65204,0.8994,838.1,961.2,327741,0.01085,333.6,0.7603,0.3,725.4
72.70,65202,0.8993,838.1,961.2,327723,0.01085,333.5,0.7602,0.3,725.1
72.75,65200,0.8993,838.1,961.2,327705,0.01085,333.5,0.7602,0.3,724.8
72.80,65198,0.8993,838.1,961.2,327688,0.01085,333.5,0.7602,0.3,724.5
72.85,65196,0.8993,838.1,961.2,327671,0.01085,333.4,0.7601,0.3,724.2
72.90,65195,0.8992,838.1,961.2,327656,0.01085,333.4,0.7601,0.3,723.8
72.95,65193,0.8992,838.1,961.2,327641,0.01085,333.4,0.7600,0.3,723.5
73.00,65192,0.8992,838.1,961.2,327627,0.01085,333.4,0.7600,0.3,723.2
73.05,65190,0.8992,838.1,961.2,327614,0.01085,333.3,0.7600,0.3,722.9
73.10,65189,0.8992,838.1,961.2,327601,0.01085,333.3,0.7599,0.3,722.6
73.15,65188,0.8991,838.1,961.2,327589,0.01085,333.3,0.7599,0.3,722.3
73.20,65186,0.8991,838.1,961.2,327578,0.01085,333.3,0.7599,0.3,722.0
73.25,65185,0.8991,838.1,961.2,327567,0.01085,333.3,0.7599,0.3,721.7
73.30,65184,0.8991,838.1,961.2,327556,0.01085,333.2,0.7598,0.3,721.4
73.35,65185,0.8991,838.6,961.8,327576,0.01085,333.3,0.7597,0.3,721.1
73.40,65185,0.8991,838.6,961.8,327581,0.01086,333.3,0.7597,0.3,720.8
73.45,65186,0.8991,838.6,961.8,327586,0.01086,333.3,0.7597,0.3,720.5
73.50,65186,0.8991,838.6,961.8,327591,0.01086,333.3,0.7597,0.3,720.2
73.55,65187,0.8991,838.6,961.8,327595,0.01086,333.3,0.7597,0.3,719.9
73.60,65187,0.8991,838.6,961.8,327599,0.01086,333.3,0.7597,0.3,719.6
73.65,65187,0.8991,838.6,961.8,327603,0.01086,333.3,0.7597,0.3,719.3
73.70,65188,0.8991,838.6,961.8,327607,0.01086,333.3,0.7597,0.3,719.0
73.75,65188,0.8991,838.6,961.8,327611,0.01086,333.3,0.7597,0.3,718.8
73.80,65189,0.8992,838.6,961.8,327614,0.01086,333.4,0.7597,0.3,718.5
73.85,65189,0.8992,838.6,961.8,327617,0.01086,333.4,0.7598,0.3,718.2
73.90,65189,0.8992,838.6,961.8,327620,0.01086,333.4,0.7598,0.3,717.9
73.95,65190,0.8992,838.6,961.8,327623,0.01086,333.4,0.7598,0.3,717.7
74.00,65190,0.8992,838.6,961.8,327626,0.01086,333.4,0.7598,0.3,717.4
74.05,65190,0.8992,838.6,961.8,327629,0.01086,333.4,0.7598,0.3,717.1
74.10,65191,0.8992,838.6,961.8,327631,0.01086,333.4,0.7598,0.3,716.8
74.15,65191,0.8992,838.6,961.8,327634,0.01086,333.4,0.7598,0.3,716.6
74.20,65191,0.8992,838.6,961.8,327636,0.01086,333.4,0.7598,0.3,716.3
74.25,65191,0.8992,838.6,961.8,327638,0.01086,333.4,0.7598,0.3,716.0
74.30,65191,0.8992,838.6,961.8,327641,0.01086,333.4,0.7598,0.3,715.8
74.35,65192,0.8992,838.6,961.8,327643,0.01086,333.4,0.7598,0.3,715.5
74.40,65192,0.8992,838.6,961.8,327644,0.01086,333.4,0.7598,0.3,715.3
74.45,65192,0.8992,838.6,961.8,327646,0.01086,333.4,0.7598,0.3,715.0
74.50,65192,0.8992,838.6,961.8,327648,0.01086,333.4,0.7598,0.3,714.7
74.55,65192,0.8992,838.6,961.8,327650,0.01086,333.4,0.7598,0.3,714.5
74.60,65193,0.8992,838.6,961.8,327651,0.01086,333.4,0.7598,0.3,714.2
74.65,65193,0.8992,838.6,961.8,327653,0.01086,333.4,0.7598,0.3,714.0
74.70,65193,0.8992,838.6,961.8,327654,0.01086,333.4,0.7598,0.3,713.7
74.75,65193,0.8992,838.6,961.8,327655,0.01086,333.4,0.7598,0.3,713.5
74.80,65193,0.8992,838.6,961.8,327657,0.01086,333.4,0.7598,0.3,713.2
74.85,65193,0.8992,838.6,961.8,327658,0.01086,333.4,0.7599,0.3,713.0
74.90,65193,0.8992,838.6,961.8,327659,0.01086,333.4,0.7599,0.3,712.7
74.95,65194,0.8992,838.6,961.8,327660,0.01086,333.4,0.7599,0.3,712.5
75.00,65194,0.8992,838.6,961.8,327661,0.01086,333.4,0.7599,0.3,712.2
75.05,65194,0.8992,838.6,961.8,327662,0.01086,333.4,0.7599,0.3,712.0
75.10,65194,0.8992,838.6,961.8,327663,0.01086,333.4,0.7599,0.3,711.8
75.15,65194,0.8992,838.6,961.8,327664,0.01086,333.4,0.7599,0.3,711.5
75.20,65194,0.8992,838.6,961.8,327665,0.01086,333.4,0.7599,0.3,711.3
75.25,65194,0.8992,838.6,961.8,327666,0.01086,333.4,0.7599,0.3,711.1
75.30,65194,0.8992,838.6,961.8,327667,0.01086,333.5,0.7599,0.3,710.8
75.35,65194,0.8992,838.6,961.8,327668,0.01086,333.5,0.7599,0.3,710.6
75.40,65194,0.8992,838.6,961.8,327668,0.01086,333.5,0.7599,0.3,710.4
75.45,65195,0.8992,838.6,961.8,327669,0.01086,333.5,0.7599,0.3,710.1
75.50,65195,0.8992,838.6,961.8,327670,0.01086,333.5,0.7599,0.3,709.9
75.55,65195,0.8992,838.6,961.8,327670,0.01086,333.5,0.7599,0.3,709.7
75.60,65195,0.8992,838.6,961.8,327671,0.01086,333.5,0.7599,0.3,709.5
75.65,65195,0.8992,838.6,961.8,327671,0.01086,333.5,0.7599,0.3,709.2
75.70,65195,0.8992,838.6,961.8,327672,0.01086,333.5,0.7599,0.3,709.0
75.75,65195,0.8992,838.6,961.8,327672,0.01086,333.5,0.7599,0.3,708.8
75.80,65195,0.8992,838.6,961.8,327673,0.01086,333.5,0.7599,0.3,708.6
75.85,65195,0.8992,838.6,961.8,327673,0.01086,333.5,0.7599,0.3,708.4
75.90,65195,0.8992,838.6,961.8,327674,0.01086,333.5,0.7599,0.3,708.2
75.95,65195,0.8992,838.6,961.8,327674,0.01086,333.5,0.7599,0.3,707.9
76.00,65195,0.8992,838.6,961.8,327675,0.01086,333.5,0.7599,0.3,707.7
76.05,65195,0.8992,838.6,961.8,327675,0.01086,333.5,0.7599,0.3,707.5
76.10,65195,0.8992,838.6,961.8,327675,0.01086,333.5,0.7599,0.3,707.3
76.15,65195,0.8992,838.6,961.8,327676,0.01086,333.5,0.7599,0.3,707.1
76.20,65195,0.8992,838.6,961.8,327676,0.01086,333.5,0.7599,0.3,706.9
76.25,65195,0.8992,838.6,961.8,327676,0.01086,333.5,0.7599,0.3,706.7
76.30,65195,0.8992,838.6,961.8,327677,0.01086,333.5,0.7599,0.3,706.5
76.35,65195,0.8992,838.6,961.8,327677,0.01086,333.5,0.7599,0.3,706.3
76.40,65195,0.8992,838.6,961.8,327677,0.01086,333.5,0.7599,0.3,706.1
76.45,65195,0.8992,838.6,961.8,327677,0.01086,333.5,0.7599,0.3,705.9
76.50,65195,0.8992,838.6,961.8,327678,0.01086,333.5,0.7599,0.3,705.7
76.55,65195,0.8992,838.6,961.8,327678,0.01086,333.5,0.7599,0.3,705.5
76.60,65196,0.8992,838.6,961.8,327678,0.01086,333.5,0.7599,0.3,705.3
76.65,65196,0.8992,838.6,961.8,327678,0.01086,333.5,0.7599,0.3,705.1
76.70,65196,0.8992,838.6,961.8,327679,0.01086,333.5,0.7599,0.3,704.9
76.75,65196,0.8992,838.6,961.8,327679,0.01086,333.5,0.7599,0.3,704.7
76.80,65196,0.8992,838.6,961.8,327679,0.01086,333.5,0.7599,0.3,704.5
76.85,65196,0.8992,838.6,961.8,327679,0.01086,333.5,0.7599,0.3,704.3
76.90,65196,0.8993,838.6,961.8,327679,0.01086,333.5,0.7599,0.3,704.1
76.95,65196,0.8993,838.6,961.8,327679,0.01086,333.5,0.7599,0.3,703.9
77.00,65196,0.8993,838.6,961.8,327680,0.01086,333.5,0.7599,0.3,703.7
77.05,65196,0.8993,838.6,961.8,327680,0.01086,333.5,0.7599,0.3,703.5
77.10,65196,0.8993,838.6,961.8,327680,0.01086,333.5,0.7599,0.3,703.4
77.15,65196,0.8993,838.6,961.8,327680,0.01086,333.5,0.7599,0.3,703.2
77.20,65196,0.8993,838.6,961.8,327680,0.01086,333.5,0.7599,0.3,703.0
77.25,65196,0.8993,838.6,961.8,327680,0.01086,333.5,0.7599,0.3,702.8
77.30,65196,0.8993,838.6,961.8,327680,0.01086,333.5,0.7599,0.3,702.6
77.35,65196,0.8993,838.6,961.8,327681,0.01086,333.5,0.7599,0.3,702.4
77.40,65196,0.8993,838.6,961.8,327681,0.01086,333.5,0.7599,0.3,702.3
77.45,65196,0.8993,838.6,961.8,327681,0.01086,333.5,0.7599,0.3,702.1
77.50,65196,0.8993,838.6,961.8,327681,0.01086,333.5,0.7599,0.3,701.9
77.55,65196,0.8993,838.6,961.8,327681,0.01086,333.5,0.7599,0.3,701.7
77.60,65196,0.8993,838.6,961.8,327681,0.01086,333.5,0.7599,0.3,701.6
77.65,65196,0.8993,838.6,961.8,327681,0.01086,333.5,0.7599,0.3,701.4
77.70,65196,0.8993,838.6,961.8,327681,0.01086,333.5,0.7599,0.3,701.2
77.75,65196,0.8993,838.6,961.8,327681,0.01086,333.5,0.7599,0.3,701.0
77.80,65196,0.8993,838.6,961.8,327681,0.01086,333.5,0.7599,0.3,700.9
77.85,65196,0.8993,838.6,961.8,327681,0.01086,333.5,0.7599,0.3,700.7
77.90,65196,0.8993,838.6,961.8,327681,0.01086,333.5,0.7599,0.3,700.5
77.95,65196,0.8993,838.6,961.8,327681,0.01086,333.5,0.7599,0.3,700.4
78.00,65196,0.8993,838.6,961.8,327682,0.01086,333.5,0.7599,0.3,700.2
78.05,65026,0.8969,788.3,906.3,324361,0.00985,325.8,0.7755,0.3,699.9
78.10,64721,0.8927,748.8,862.2,319960,0.00901,316.6,0.7847,0.3,699.3
78.15,64312,0.8871,716.8,826.0,314849,0.00829,306.6,0.7890,0.3,698.7
78.20,63901,0.8814,716.8,826.0,314849,0.00829,306.6,0.7890,0.3,698.1
78.25,63487,0.8757,716.8,826.0,314849,0.00829,306.6,0.7890,0.3,697.5
78.30,63070,0.8699,716.8,826.0,314849,0.00829,306.6,0.7890,0.3,696.9
78.35,62651,0.8642,716.8,826.0,314849,0.00829,306.6,0.7890,0.3,696.3
78.40,62230,0.8583,716.8,826.0,314849,0.00829,306.6,0.7890,0.3,695.6
78.45,61805,0.8525,716.8,826.0,314849,0.00829,306.6,0.7890,0.3,695.0
78.50,61378,0.8466,716.8,826.0,314849,0.00829,306.6,0.7890,0.3,694.4
78.55,60948,0.8407,716.8,826.0,314849,0.00829,306.6,0.7890,0.3,693.8
78.60,60515,0.8347,716.8,826.0,314849,0.00829,306.6,0.7890,0.3,693.3
78.65,60080,0.8287,716.8,826.0,314849,0.00829,306.6,0.7890,0.3,692.7
78.70,59641,0.8226,716.8,826.0,314849,0.00829,306.6,0.7890,0.3,692.1
78.75,59199,0.8165,716.8,826.0,314849,0.00829,306.6,0.7890,0.3,691.5
78.80,58754,0.8104,716.8,826.0,314849,0.00829,306.6,0.7890,0.4,690.9
78.85,58306,0.8042,716.8,826.0,314849,0.00829,306.6,0.7890,0.4,690.3
78.90,57855,0.7980,716.8,826.0,314849,0.00829,306.6,0.7890,0.4,689.8
78.95,57400,0.7917,716.8,826.0,314849,0.00829,306.6,0.7890,0.4,689.2
79.00,56942,0.7854,716.8,826.0,314849,0.00829,306.6,0.7890,0.4,688.6
79.05,56480,0.7790,716.8,826.0,314849,0.00829,306.6,0.7890,0.4,688.1
79.10,56015,0.7726,716.8,826.0,314849,0.00829,306.6,0.7890,0.4,687.5
79.15,55546,0.7662,716.8,826.0,314849,0.00829,306.6,0.7890,0.4,687.0
79.20,55074,0.7596,716.8,826.0,314849,0.00829,306.6,0.7890,0.4,686.4
79.25,54597,0.7531,716.8,826.0,314849,0.00829,306.6,0.7890,0.4,685.9
79.30,54117,0.7464,716.8,826.0,314849,0.00829,306.6,0.7890,0.4,685.3
79.35,53632,0.7398,716.8,826.0,314849,0.00829,306.6,0.7890,0.4,684.8
79.40,53143,0.7330,716.8,826.0,314849,0.00829,306.6,0.7890,0.4,684.3
79.45,52913,0.7298,652.7,728.3,221701,0.00512,154.8,0.5738,0.4,683.4
79.50,52681,0.7266,650.2,724.9,220118,0.00505,152.4,0.5701,0.4,682.5
79.55,52452,0.7235,649.5,723.6,218619,0.00500,150.1,0.5659,0.4,681.6
79.60,52232,0.7204,650.5,724.1,217231,0.00498,148.0,0.5613,0.4,680.7
79.65,52022,0.7175,652.9,726.2,215964,0.00498,146.1,0.5564,0.4,679.9
79.70,51828,0.7149,656.9,730.0,214843,0.00500,144.5,0.5514,0.4,679.0
79.75,51649,0.7124,661.3,734.3,213835,0.00503,143.0,0.5466,0.4,678.2
79.80,51486,0.7101,666.3,739.3,212941,0.00507,141.8,0.5419,0.4,677.4
79.85,51338,0.7081,671.6,744.6,212156,0.00511,140.7,0.5375,0.4,676.6
79.90,51207,0.7063,677.1,750.2,211474,0.00516,139.8,0.5334,0.4,675.8
79.95,51091,0.7047,682.6,755.7,210889,0.00521,139.0,0.5296,0.4,675.1
80.00,50989,0.7033,687.9,761.2,210392,0.00526,138.4,0.5261,0.4,674.4
80.05,50902,0.7021,693.0,766.5,209976,0.00531,137.8,0.5230,0.4,673.7
80.10,50827,0.7011,697.9,771.6,209633,0.00535,137.4,0.5202,0.4,673.0
80.15,50764,0.7002,702.5,776.3,209356,0.00540,137.0,0.5178,0.4,672.4
80.20,50712,0.6995,706.7,780.7,209122,0.00544,136.7,0.5156,0.4,671.8
80.25,50669,0.6989,710.4,784.7,208987,0.00548,136.6,0.5138,0.4,671.1
80.30,50632,0.6984,713.4,787.8,208887,0.00551,136.5,0.5125,0.4,670.5
80.35,50603,0.6980,716.5,791.0,208824,0.00554,136.4,0.5113,0.4,670.0
80.40,50580,0.6977,719.3,794.0,208785,0.00557,136.4,0.5102,0.4,669.4
80.45,50563,0.6974,721.8,796.7,208766,0.00560,136.4,0.5093,0.4,668.9
80.50,50551,0.6972,724.0,799.0,208764,0.00563,136.5,0.5085,0.4,668.3
80.55,50543,0.6971,725.9,801.1,208776,0.00565,136.5,0.5079,0.4,667.8
80.60,50539,0.6971,727.5,802.8,208798,0.00567,136.5,0.5074,0.4,667.3
80.65,50537,0.6971,728.9,804.3,208829,0.00568,136.6,0.5070,0.4,666.7
80.70,50539,0.6971,730.0,805.5,208867,0.00570,136.7,0.5067,0.4,666.2
80.75,50543,0.6971,730.9,806.5,208910,0.00571,136.8,0.5065,0.4,665.7
80.80,50548,0.6972,731.6,807.3,208955,0.00572,136.8,0.5064,0.4,665.3
80.85,50554,0.6973,732.2,807.9,209002,0.00573,136.9,0.5063,0.4,664.8
80.90,50562,0.6974,732.6,808.4,209050,0.00573,137.0,0.5063,0.4,664.3
80.95,50569,0.6975,732.6,808.4,209086,0.00573,137.0,0.5064,0.4,663.8
81.00,50578,0.6976,733.0,808.9,209139,0.00574,137.1,0.5065,0.4,663.3
81.05,50586,0.6977,733.0,808.9,209180,0.00574,137.2,0.5066,0.4,662.9
81.10,50594,0.6978,733.0,808.9,209221,0.00574,137.2,0.5067,0.4,662.4
81.15,50602,0.6980,732.9,808.9,209261,0.00574,137.3,0.5068,0.4,661.9
81.20,50610,0.6981,732.9,808.9,209301,0.00575,137.4,0.5069,0.4,661.5
81.25,50619,0.6982,732.9,808.9,209341,0.00575,137.4,0.5071,0.4,661.0
81.30,50627,0.6983,732.9,808.9,209381,0.00575,137.5,0.5072,0.4,660.5
81.35,50633,0.6984,732.3,808.2,209400,0.00574,137.5,0.5074,0.4,660.1
81.40,50640,0.6985,732.3,808.2,209433,0.00574,137.5,0.5075,0.4,659.6
81.45,50646,0.6986,731.8,807.7,209447,0.00574,137.5,0.5077,0.4,659.2
81.50,50651,0.6986,731.8,807.7,209474,0.00574,137.6,0.5078,0.4,658.7
81.55,50655,0.6987,731.3,807.2,209483,0.00573,137.6,0.5080,0.4,658.3
81.60,50660,0.6988,731.3,807.2,209504,0.00573,137.6,0.5081,0.4,657.8
81.65,50663,0.6988,730.8,806.7,209508,0.00573,137.6,0.5083,0.4,657.4
81.70,50666,0.6988,730.8,806.7,209525,0.00573,137.6,0.5083,0.4,656.9
81.75,50669,0.6989,730.4,806.2,209525,0.00572,137.6,0.5084,0.4,656.5
81.80,50671,0.6989,730.3,806.2,209536,0.00572,137.7,0.5085,0.4,656.1
81.85,50673,0.6989,730.3,806.2,209547,0.00572,137.7,0.5085,0.4,655.6
81.90,50674,0.6990,729.8,805.7,209540,0.00572,137.7,0.5087,0.4,655.2
81.95,50676,0.6990,729.8,805.7,209546,0.00572,137.7,0.5087,0.4,654.8
82.00,50677,0.6990,729.8,805.7,209551,0.00572,137.7,0.5087,0.4,654.3
82.05,50678,0.6990,729.8,805.7,209557,0.00572,137.7,0.5087,0.4,653.9
82.10,50678,0.6990,729.4,805.2,209544,0.00571,137.7,0.5088,0.4,653.5
82.15,50678,0.6990,729.4,805.2,209545,0.00571,137.7,0.5088,0.4,653.1
82.20,50678,0.6990,729.4,805.2,209545,0.00571,137.7,0.5088,0.4,652.6
82.25,50678,0.6990,729.4,805.2,209545,0.00571,137.7,0.5088,0.4,652.2
82.30,50678,0.6990,729.4,805.2,209546,0.00571,137.7,0.5088,0.4,651.8
82.35,50678,0.6990,729.4,805.2,209546,0.00571,137.7,0.5088,0.4,651.4
82.40,50678,0.6990,729.4,805.2,209546,0.00571,137.7,0.5088,0.4,651.0
82.45,50678,0.6990,729.4,805.2,209546,0.00571,137.7,0.5088,0.4,650.6
82.50,50678,0.6990,729.4,805.2,209547,0.00571,137.7,0.5088,0.4,650.2
82.55,50677,0.6990,729.0,804.7,209532,0.00571,137.6,0.5089,0.4,649.8
82.60,50677,0.6990,729.0,804.7,209528,0.00571,137.6,0.5089,0.4,649.4
82.65,50676,0.6990,729.0,804.7,209523,0.00571,137.6,0.5089,0.4,649.0
82.70,50675,0.6990,729.0,804.7,209519,0.00571,137.6,0.5089,0.4,648.6
82.75,50674,0.6990,729.0,804.7,209515,0.00571,137.6,0.5089,0.4,648.2
82.80,50673,0.6989,729.0,804.7,209511,0.00571,137.6,0.5089,0.4,647.8
82.85,50672,0.6989,729.0,804.7,209507,0.00571,137.6,0.5089,0.4,647.4
82.90,50672,0.6989,729.0,804.7,209503,0.00571,137.6,0.5089,0.4,647.0
82.95,50671,0.6989,729.0,804.7,209499,0.00571,137.6,0.5088,0.4,646.6
83.00,50670,0.6989,729.0,804.7,209495,0.00571,137.6,0.5088,0.4,646.2
83.05,50669,0.6989,729.0,804.7,209490,0.00571,137.6,0.5088,0.4,645.9
83.10,50668,0.6989,729.0,804.7,209486,0.00571,137.6,0.5088,0.4,645.5
83.15,50667,0.6989,729.0,804.7,209482,0.00571,137.6,0.5088,0.4,645.1
83.20,50667,0.6989,729.0,804.7,209479,0.00571,137.6,0.5088,0.4,644.7
83.25,50666,0.6988,729.0,804.7,209475,0.00571,137.6,0.5088,0.4,644.4
83.30,50665,0.6988,729.0,804.7,209471,0.00571,137.5,0.5088,0.4,644.0
83.35,50664,0.6988,729.0,804.7,209467,0.00571,137.5,0.5087,0.4,643.6
83.40,50663,0.6988,729.0,804.7,209463,0.00571,137.5,0.5087,0.4,643.3
83.45,50663,0.6988,729.0,804.7,209459,0.00571,137.5,0.5087,0.4,642.9
83.50,50662,0.6988,729.0,804.7,209455,0.00571,137.5,0.5087,0.4,642.6
83.55,50661,0.6988,729.0,804.7,209451,0.00571,137.5,0.5087,0.4,642.2
83.60,50661,0.6988,729.4,805.2,209464,0.00571,137.5,0.5086,0.4,641.8
83.65,50662,0.6988,729.4,805.2,209465,0.00571,137.5,0.5086,0.4,641.5
83.70,50662,0.6988,729.4,805.2,209466,0.00571,137.5,0.5086,0.4,641.1
83.75,50662,0.6988,729.4,805.2,209467,0.00571,137.5,0.5086,0.4,640.8
83.80,50662,0.6988,729.4,805.2,209468,0.00571,137.5,0.5086,0.4,640.5
83.85,50662,0.6988,729.4,805.2,209469,0.00571,137.6,0.5086,0.4,640.1
83.90,50663,0.6988,729.4,805.2,209470,0.00571,137.6,0.5086,0.4,639.8
83.95,50663,0.6988,729.4,805.2,209471,0.00571,137.6,0.5086,0.4,639.4
84.00,50663,0.6988,729.4,805.2,209471,0.00571,137.6,0.5086,0.4,639.1
84.05,50663,0.6988,729.4,805.2,209472,0.00571,137.6,0.5086,0.4,638.8
84.10,50663,0.6988,729.4,805.2,209473,0.00571,137.6,0.5086,0.4,638.4
84.15,50664,0.6988,729.4,805.2,209474,0.00571,137.6,0.5086,0.4,638.1
84.20,50664,0.6988,729.4,805.2,209475,0.00571,137.6,0.5086,0.4,637.8
84.25,50664,0.6988,729.4,805.2,209476,0.00571,137.6,0.5086,0.4,637.5
84.30,50664,0.6988,729.4,805.2,209477,0.00571,137.6,0.5086,0.4,637.1
84.35,50664,0.6988,729.4,805.2,209478,0.00571,137.6,0.5086,0.4,636.8
84.40,50664,0.6988,729.4,805.2,209479,0.00571,137.6,0.5086,0.4,636.5
84.45,50665,0.6988,729.4,805.2,209480,0.00571,137.6,0.5086,0.4,636.2
84.50,50665,0.6988,729.4,805.2,209481,0.00571,137.6,0.5086,0.4,635.9
84.55,50665,0.6988,729.4,805.2,209482,0.00571,137.6,0.5086,0.4,635.6
84.60,50665,0.6988,729.4,805.2,209483,0.00571,137.6,0.5086,0.4,635.2
84.65,50665,0.6988,729.4,805.2,209483,0.00571,137.6,0.5086,0.4,634.9
84.70,50666,0.6988,729.4,805.2,209484,0.00571,137.6,0.5086,0.4,634.6
84.75,50666,0.6988,729.4,805.2,209485,0.00571,137.6,0.5087,0.4,634.3
84.80,50666,0.6988,729.4,805.2,209486,0.00571,137.6,0.5087,0.4,634.0
84.85,50666,0.6988,729.4,805.2,209487,0.00571,137.6,0.5087,0.4,633.7
84.90,50666,0.6988,729.4,805.2,209488,0.00571,137.6,0.5087,0.4,633.4
84.95,50666,0.6988,729.4,805.2,209489,0.00571,137.6,0.5087,0.4,633.1
85.00,50667,0.6988,729.4,805.2,209490,0.00571,137.6,0.5087,0.4,632.8
85.05,50667,0.6989,729.4,805.2,209490,0.00571,137.6,0.5087,0.4,632.5
85.10,50667,0.6989,729.4,805.2,209491,0.00571,137.6,0.5087,0.4,632.2
85.15,50667,0.6989,729.4,805.2,209492,0.00571,137.6,0.5087,0.4,631.9
85.20,50667,0.6989,729.4,805.2,209493,0.00571,137.6,0.5087,0.4,631.7
85.25,50667,0.6989,729.4,805.2,209494,0.00571,137.6,0.5087,0.4,631.4
85.30,50668,0.6989,729.4,805.2,209495,0.00571,137.6,0.5087,0.4,631.1
85.35,50668,0.6989,729.4,805.2,209495,0.00571,137.6,0.5087,0.4,630.8
85.40,50668,0.6989,729.4,805.2,209496,0.00571,137.6,0.5087,0.4,630.5
85.45,50668,0.6989,729.4,805.2,209497,0.00571,137.6,0.5087,0.4,630.2
85.50,50668,0.6989,729.4,805.2,209498,0.00571,137.6,0.5087,0.4,630.0
85.55,50668,0.6989,729.4,805.2,209499,0.00571,137.6,0.5087,0.4,629.7
85.60,50669,0.6989,729.4,805.2,209499,0.00571,137.6,0.5087,0.4,629.4
85.65,50669,0.6989,729.4,805.2,209500,0.00571,137.6,0.5087,0.4,629.1
85.70,50669,0.6989,729.4,805.2,209501,0.00571,137.6,0.5087,0.4,628.9
85.75,50669,0.6989,729.4,805.2,209502,0.00571,137.6,0.5087,0.4,628.6
85.80,50669,0.6989,729.4,805.2,209503,0.00571,137.6,0.5087,0.4,628.3
85.85,50669,0.6989,729.4,805.2,209503,0.00571,137.6,0.5087,0.4,628.1
85.90,50670,0.6989,729.4,805.2,209504,0.00571,137.6,0.5087,0.4,627.8
85.95,50670,0.6989,729.4,805.2,209505,0.00571,137.6,0.5087,0.4,627.5
86.00,50670,0.6989,729.4,805.2,209506,0.00571,137.6,0.5087,0.4,627.3
86.05,50573,0.6976,687.9,760.0,207818,0.00518,134.6,0.5186,0.4,626.9
86.10,50396,0.6951,654.9,723.7,205824,0.00474,131.3,0.5253,0.4,626.3
86.15,50152,0.6918,628.1,694.0,203670,0.00437,127.9,0.5296,0.4,625.7
86.20,49854,0.6876,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,625.0
86.25,49553,0.6835,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,624.3
86.30,49251,0.6793,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,623.5
86.35,48947,0.6751,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,622.8
86.40,48641,0.6709,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,622.1
86.45,48333,0.6667,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,621.4
86.50,48024,0.6624,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,620.8
86.55,47712,0.6581,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,620.1
86.60,47399,0.6538,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,619.4
86.65,47084,0.6494,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,618.7
86.70,46767,0.6451,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,618.0
86.75,46448,0.6407,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,617.4
86.80,46126,0.6362,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,616.7
86.85,45803,0.6318,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,616.0
86.90,45478,0.6273,606.3,669.4,201393,0.00405,124.5,0.5318,0.4,615.4
