"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         151,      -5.507284171,      -3.119233909,      -3.132633779,       -3.18771795,    -0.06487069937
          0,           0,         152,       -5.50097681,      -3.081802189,      -3.132098076,      -3.191018258,    -0.05435886054
          0,           0,         153,      -5.489177015,       -3.03056985,      -3.132037188,      -3.194276093,    -0.03730980865
          0,           0,         154,      -5.465190013,      -2.955042953,      -3.131732656,      -3.197184219,   -0.001834021581
          0,           0,         155,      -5.451224379,      -2.916465903,      -3.131327384,      -3.200098685,     0.01788471041
          0,           0,         156,      -5.475676121,      -2.981320467,      -3.130388222,      -3.202827861,    -0.01918531454
          0,           0,         157,      -5.483693977,      -2.991697299,       -3.13075643,      -3.205782084,    -0.02866858176
          0,           0,         158,      -5.486770821,      -2.994496158,      -3.130468269,      -3.208326547,    -0.03335630379
          0,           0,         159,      -5.489098832,      -2.993786178,      -3.130128547,      -3.210534627,    -0.03580338448
          0,           0,         160,      -5.491260158,      -2.993360681,      -3.129281374,      -3.212509292,    -0.03887573783
          0,           0,         161,      -5.492902869,      -2.991507966,      -3.128796905,      -3.214277483,    -0.04058592802
          0,           0,         162,      -5.493803366,        -2.9900183,      -3.128457692,      -3.215774127,    -0.04221688555
          0,           0,         163,      -5.474757484,      -2.937183284,       -3.12790419,      -3.216994892,    -0.01207335179
          0,           0,         164,      -5.484085564,      -2.961357041,      -3.127022939,      -3.217895173,    -0.02801282184
          0,           0,         165,      -5.490634226,      -2.973487355,      -3.126998232,      -3.218797024,    -0.03741859913
          0,           0,         166,      -5.497401375,      -2.985961328,       -3.12681743,      -3.219464863,      -0.046874215
          0,           0,         167,      -5.499476283,       -2.98937028,      -3.126183222,      -3.219770265,    -0.05003318964
          0,           0,         168,      -5.483391521,      -2.947706605,      -3.126045342,      -3.219567058,    -0.02512663873
          0,           0,         169,       -5.48796333,      -2.959807694,      -3.126270504,      -3.218877767,    -0.03384972023
          0,           0,         170,      -5.498271619,      -2.983581064,       -3.12663479,      -3.218270575,    -0.04791986399
          0,           0,         171,      -5.500518278,       -2.99108055,      -3.126665014,      -3.217498581,    -0.05208782125
          0,           0,         172,       -5.48175466,      -2.945057798,       -3.12750624,      -3.216235447,    -0.02316655762
          0,           0,         173,      -5.481645907,      -2.949098311,      -3.128744983,      -3.214375973,    -0.02528252043
          0,           0,         174,      -5.495369725,      -2.982110425,      -3.129902808,      -3.212450678,    -0.04420579795
          0,           0,         175,      -5.494629094,      -2.984903891,      -3.130967984,      -3.210124859,    -0.04416364354
          0,           0,         176,      -5.475734204,      -2.938510042,      -3.132529287,      -3.207509455,    -0.01492064656
          0,           0,         177,      -5.476715631,      -2.947424845,      -3.134754543,      -3.202754419,    -0.01948642183
          0,           0,         178,      -5.490286103,      -2.980553493,      -3.136649317,      -3.204522247,     -0.0370129603
          0,           0,         179,      -5.489051485,      -2.983013068,      -3.138568437,       -3.20308289,    -0.03628939906
          0,           0,         180,      -5.469646029,      -2.934466079,      -3.140848465,      -3.200290702,   -0.006356113687
          0,           0,         181,      -5.468257842,       -2.93855767,      -3.144262173,      -3.198894577,   -0.008127054312
          0,           0,         182,      -5.481194869,      -2.971273724,      -3.147055123,      -3.197959874,    -0.02511800356
          0,           0,         183,      -5.481003188,      -2.971679611,       -3.14989408,      -3.195853305,    -0.02351202517
          0,           0,         184,      -5.482986901,      -2.978715344,      -3.152686492,      -3.194095891,    -0.02643945179
          0,           0,         185,      -5.481436063,      -2.976785311,      -3.156675203,      -3.193996399,    -0.02446918279
          0,           0,         186,       -5.47807487,      -2.968302145,      -3.159692578,      -3.194518601,    -0.01934938427
          0,           0,         187,      -5.476608179,      -2.967115894,       -3.16268228,      -3.194385597,    -0.01735420889
