"PointID","x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Turb_Kin_Energy","Omega"
104, -2.521296116e-02, 9.730410475e-03, -1.191234366e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
105, -2.521296116e-02, 1.000804498e-02, -1.168006229e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
106, -2.521296116e-02, 1.017808303e-02, -1.153219170e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
107, -2.521296116e-02, 1.027826614e-02, -1.144299194e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
108, -2.521296116e-02, 1.033596353e-02, -1.139090328e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
109, -2.521296116e-02, 1.036876070e-02, -1.136105722e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
110, -2.521296116e-02, 1.038726583e-02, -1.134414069e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
111, -2.521296116e-02, 1.039766337e-02, -1.133461141e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
112, -2.521296116e-02, 1.040349176e-02, -1.132926206e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
113, -2.521296116e-02, 1.040931739e-02, -1.132390970e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
114, -2.521296116e-02, 1.041969637e-02, -1.131436022e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
115, -2.521296116e-02, 1.043812532e-02, -1.129736073e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
116, -2.521296116e-02, 1.047065238e-02, -1.126722052e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
117, -2.521296116e-02, 1.052745903e-02, -1.121416185e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
118, -2.521296116e-02, 1.062485537e-02, -1.112192734e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
119, -2.521296116e-02, 1.078665059e-02, -1.096508042e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
120, -2.521296116e-02, 1.104170096e-02, -1.070820523e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
121, -2.521296116e-02, 1.141190328e-02, -1.031277281e-02, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
122, -2.521296116e-02, 1.188851462e-02, -9.759510221e-03, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
123, -2.521296116e-02, 1.241382096e-02, -9.081952907e-03, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
124, -2.521296116e-02, 1.290055958e-02, -8.376179438e-03, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
125, -2.521296116e-02, 1.328357719e-02, -7.754443671e-03, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
126, -2.521296116e-02, 1.354838364e-02, -7.281903614e-03, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
127, -2.521296116e-02, 1.371599425e-02, -6.961057486e-03, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
128, -2.521296116e-02, 1.381650129e-02, -6.759372126e-03, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
129, -2.521296116e-02, 1.387492315e-02, -6.638623883e-03, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
130, -2.521296116e-02, 1.390829511e-02, -6.568420397e-03, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
131, -2.521296116e-02, 1.392717416e-02, -6.528295297e-03, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
132, -2.521296116e-02, 1.393779700e-02, -6.505584856e-03, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
133, -2.521296116e-02, 1.394375638e-02, -6.492801986e-03, 1.213544778e+00, 1.856872090e+02, 0.000000000e+00, 0.000000000e+00, 2.549899714e+05, 1.065465616e+02, 7.226244622e+05
