"PointID","x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Turb_Kin_Energy","Omega","Grid_Velocity_x","Grid_Velocity_y","Grid_Velocity_z"
73, -2.521296116000000e-02, 1.050600179000000e-02, -1.123426660000000e-02, 1.081637229216008e+00, 1.656234926003284e+02, -8.779776025920633e-01, 1.631356362867761e+00, 2.272093531679282e+05, 7.877453169510883e+01, 4.956356503191533e+05, 0.000000000000000e+00, -8.529259891057453e+01, -7.976347978320614e+01
74, -2.521296116000000e-02, 1.065735021000000e-02, -1.109079375000000e-02, 1.082242731781914e+00, 1.659096891176966e+02, -1.061342655063947e+00, 1.355955478999547e+00, 2.272038207977375e+05, 7.850471540063987e+01, 4.939151182060501e+05, 0.000000000000000e+00, -8.420332689262125e+01, -8.091254456352826e+01
75, -2.521296116000000e-02, 1.087310517000000e-02, -1.087935676000000e-02, 1.082788082620939e+00, 1.658480363428826e+02, -1.094354776043912e+00, 1.110779285662812e+00, 2.272029576786994e+05, 7.819045447372126e+01, 4.919359571050510e+05, 0.000000000000000e+00, -8.259805874072167e+01, -8.255059553040198e+01
76, -2.521296116000000e-02, 1.116560501000000e-02, -1.057894533000000e-02, 1.082765430218920e+00, 1.652659902203131e+02, -1.339936177357285e+00, 1.024638907919999e+00, 2.272340194096517e+05, 7.733125869992539e+01, 4.869505213942111e+05, 0.000000000000000e+00, -8.031728042919913e+01, -8.477130760915281e+01
77, -2.521296116000000e-02, 1.153584574000000e-02, -1.017394135000000e-02, 1.082718651806225e+00, 1.637239761617184e+02, -1.775270078062395e+00, 6.028898074699987e-01, 2.272367881304898e+05, 7.600021220956036e+01, 4.791691442788268e+05, 0.000000000000000e+00, -7.724241642131398e+01, -8.758224268917382e+01
78, -2.521296116000000e-02, 1.196507581000000e-02, -9.665494316000001e-03, 1.084400828366735e+00, 1.623071642326762e+02, -1.267483192619890e+00, -2.344805415237985e-01, 2.275521310185128e+05, 7.438880288154559e+01, 4.694268603397140e+05, 0.000000000000000e+00, -7.338219390013639e+01, -9.084103558633258e+01
79, -2.521296116000000e-02, 1.241382096000000e-02, -9.081952907000000e-03, 1.085868193647705e+00, 1.611944654275288e+02, -8.017193199675485e-01, -6.008131583238362e-01, 2.278775005562762e+05, 7.306808716518418e+01, 4.614749353538213e+05, 0.000000000000000e+00, -6.895184120176366e+01, -9.424799052649892e+01
80, -2.521296116000000e-02, 1.283413251000000e-02, -8.477609467000000e-03, 1.086960554039405e+00, 1.604337144564385e+02, -4.191612771565822e-01, -7.982848699024373e-01, 2.281683064301276e+05, 7.211682022766441e+01, 4.557958545078388e+05, 0.000000000000000e+00, -6.436355569390889e+01, -9.743907239486333e+01
81, -2.521296116000000e-02, 1.318878114000000e-02, -7.914598637000000e-03, 1.087872498205212e+00, 1.601748198524174e+02, -3.654333703462264e-01, -7.624411990296242e-01, 2.283376421621660e+05, 7.197610540666373e+01, 4.550301824133546e+05, 0.000000000000000e+00, -6.008907489197566e+01, -1.001316294108037e+02
82, -2.521296116000000e-02, 1.346269839000000e-02, -7.439124386000000e-03, 1.089386250027022e+00, 1.613000259284954e+02, -6.541030623249022e-01, -2.060842098384424e-02, 2.285717022451323e+05, 7.299021977931174e+01, 4.611933583066362e+05, 0.000000000000000e+00, -5.647918774697514e+01, -1.022112590805267e+02
83, -2.521296116000000e-02, 1.366046533000000e-02, -7.069406365000000e-03, 1.089548363751026e+00, 1.618989321801950e+02, -7.795477957190896e-01, 4.330309737188844e-01, 2.285495145188666e+05, 7.386114399975699e+01, 4.664254389177685e+05, 0.000000000000000e+00, -5.367222116891971e+01, -1.037127417221431e+02
84, -2.521296116000000e-02, 1.379666572000000e-02, -6.799767235000000e-03, 1.088972673222609e+00, 1.623701640282914e+02, -5.051103772780881e-01, 7.105438545340322e-01, 2.284532431951021e+05, 7.464697170021354e+01, 4.709492665644566e+05, 0.000000000000000e+00, -5.162507176571022e+01, -1.047467998987342e+02
85, -2.521296116000000e-02, 1.388758879000000e-02, -6.612087199000000e-03, 1.087541881391298e+00, 1.628921296322269e+02, -3.189229385822838e-01, 1.075724636834645e+00, 2.283073430060969e+05, 7.557414276150801e+01, 4.762378570935746e+05, 0.000000000000000e+00, -5.020017073709565e+01, -1.054371044123575e+02
